date,time,latitude,longitude,depth,magnitude,som_zone,global_cluster,is_aftershock
1995-02-06,1995-02-06 10:19:48.560,-37.86608,179.39865,12.0,5.6,8,38,1
1995-02-06,1995-02-06 10:43:51.500,-37.7748,179.5439,12.0,5.9,8,38,1
1995-02-06,1995-02-06 10:44:49.580,-37.88661,179.25978,12.0,5.227,8,38,1
1995-02-06,1995-02-06 10:46:56.620,-37.8727,179.22502,12.0,5.126,8,38,1
1995-02-06,1995-02-06 10:50:30.940,-37.88393,179.3203,12.0,4.878,8,38,1
1995-02-06,1995-02-06 11:15:16.540,-37.57759,179.82339,12.0,5.041,8,38,1
1995-02-06,1995-02-06 11:15:37.910,-37.85117,179.45187,12.0,4.863,8,38,1
1995-02-06,1995-02-06 11:22:59.540,-37.8942,179.41548,12.0,5.8,8,38,1
1995-02-06,1995-02-06 11:24:50.760,-37.76487,179.33324,12.0,5.221,8,38,1
1995-02-06,1995-02-06 11:27:49.390,-37.89109,179.32281,12.0,4.967,8,38,1
1995-02-06,1995-02-06 12:07:49.050,-37.83219,179.34818,12.0,5.14,8,38,1
1995-02-06,1995-02-06 12:45:38.940,-37.85551,179.35365,12.0,4.907,8,38,1
1995-02-06,1995-02-06 13:35:00.230,-37.7531,179.40976,12.0,4.919,8,38,1
1995-02-06,1995-02-06 13:54:17.840,-37.564,179.24176,12.0,4.955,8,38,1
1995-02-06,1995-02-06 15:19:24.810,-37.80297,179.48125,12.0,5.6,8,38,1
1995-02-06,1995-02-06 16:32:51.530,-37.47324,179.38527,12.0,5.087,8,38,1
1995-02-06,1995-02-06 18:03:34.380,-37.82673,179.37244,12.0,5.088,8,38,1
1995-02-06,1995-02-06 19:19:05.310,-37.48032,179.27129,12.0,5.233,8,38,1
1995-02-07,1995-02-07 02:56:13.900,-37.92797,179.35857,12.0,5.2,8,38,1
1995-02-07,1995-02-07 03:07:42.730,-37.64322,179.67003,12.0,5.043,8,38,1
1995-02-07,1995-02-07 03:34:46.580,-37.82537,179.41385,12.0,4.923,8,38,1
1995-02-07,1995-02-07 04:47:30.750,-37.50977,179.32762,12.0,4.89,8,38,1
1995-02-07,1995-02-07 08:14:49.590,-37.84272,179.39349,12.0,4.874,8,38,1
1995-02-07,1995-02-07 15:06:59.620,-37.71567,179.50603,12.0,5.082,8,38,1
1995-02-07,1995-02-07 16:45:03.480,-37.74879,179.58241,12.0,4.898,8,38,1
1995-02-08,1995-02-08 00:21:11.010,-37.79189,179.45102,12.0,4.997,8,38,1
1995-02-08,1995-02-08 01:25:25.310,-37.93565,179.26584,12.0,4.96,8,38,1
1995-02-08,1995-02-08 05:41:23.570,-38.03239,179.18898,12.0,4.932,8,38,1
1995-02-08,1995-02-08 08:19:48.280,-37.50615,179.54173,12.0,5.025,8,38,1
1995-02-08,1995-02-08 12:58:53.510,-37.39614,179.46661,12.0,5.147,8,38,1
1995-02-08,1995-02-08 17:20:18.090,-37.42177,179.47758,12.0,5.2,8,38,1
1995-02-09,1995-02-09 01:35:00.890,-37.45648,179.44771,12.0,5.454,8,38,1
1995-02-09,1995-02-09 02:21:34.520,-37.4918,179.45891,12.0,5.539,8,38,1
1995-02-09,1995-02-09 03:45:50.840,-37.47898,179.42097,12.0,5.291,8,38,1
1995-02-09,1995-02-09 08:25:36.380,-37.48933,179.29367,12.0,4.912,8,38,1
1995-02-09,1995-02-09 08:26:24.020,-38.04975,179.1678,12.0,5.293,13,55,1
1995-02-09,1995-02-09 10:34:36.040,-37.89376,179.37305,12.0,4.948,8,38,1
1995-02-09,1995-02-09 10:35:04.990,-37.88726,179.29594,12.0,5.518,8,38,1
1995-02-09,1995-02-09 10:45:58.600,-37.9488,179.24971,12.0,4.956,8,38,1
1995-02-09,1995-02-09 10:56:37.790,-37.95272,179.33382,12.0,5.7,8,38,1
1995-02-09,1995-02-09 11:26:02.600,-37.90448,179.30147,12.0,5.106,8,38,1
1995-02-09,1995-02-09 12:53:54.460,-37.98213,179.27573,12.0,5.3,8,38,1
1995-02-09,1995-02-09 12:58:42.830,-37.99434,179.22287,12.0,4.879,8,38,1
1995-02-09,1995-02-09 13:28:52.480,-37.91548,179.30521,12.0,4.935,8,38,1
1995-02-09,1995-02-09 16:38:26.980,-37.9594,179.35521,12.0,5.081,8,38,1
1995-02-09,1995-02-09 22:49:45.210,-37.90962,179.32204,12.0,4.861,8,38,1
1995-02-10,1995-02-10 01:06:43.660,-37.95679,179.3062,12.0,5.221,8,38,1
1995-02-10,1995-02-10 01:44:56.340,-37.91566,179.51408,12.0,6.5,8,38,1
1995-02-10,1995-02-10 01:55:21.220,-38.08329,179.14658,12.0,5.209,13,55,1
1995-02-10,1995-02-10 01:57:30.660,-38.11362,179.12723,12.0,5.002,13,55,1
1995-02-10,1995-02-10 02:00:48.760,-37.89758,179.26338,12.0,5.085,8,38,1
1995-02-10,1995-02-10 02:14:30.740,-38.05888,179.26146,12.0,5.429,8,38,1
1995-02-10,1995-02-10 02:39:23.820,-38.12925,179.15218,12.0,5.025,13,55,1
1995-02-10,1995-02-10 09:27:25.440,-38.15151,179.17145,12.0,4.904,13,55,1
1995-02-10,1995-02-10 09:40:11.690,-38.15838,179.16666,12.0,4.908,13,55,1
1995-02-10,1995-02-10 22:09:49.600,-37.50721,179.388,12.0,5.195,8,38,1
1995-02-11,1995-02-11 02:01:51.770,-37.87834,179.32954,12.0,5.265,8,38,1
1995-02-11,1995-02-11 02:58:21.590,-37.41185,179.4543,12.0,5.084,8,38,1
1995-02-11,1995-02-11 03:55:46.150,-38.12654,179.1958,12.0,5.004,13,55,1
1995-02-11,1995-02-11 14:44:04.480,-37.77405,179.48012,12.0,5.519,8,38,1
1995-02-11,1995-02-11 17:37:15.160,-37.80584,179.45044,12.0,5.006,8,38,1
1995-02-11,1995-02-11 17:56:57.140,-37.84411,179.45776,12.0,5.012,8,38,1
1995-02-11,1995-02-11 22:53:36.200,-37.77262,179.64651,12.0,4.955,8,38,1
1995-02-12,1995-02-12 01:24:00.480,-37.84334,179.39795,12.0,4.897,8,38,1
1995-02-12,1995-02-12 01:39:33.750,-37.84978,179.45305,12.0,5.196,8,38,1
1995-02-12,1995-02-12 02:44:25.100,-37.82547,179.45764,12.0,5.4,8,38,1
1995-02-12,1995-02-12 02:51:17.510,-37.78074,179.4597,12.0,5.362,8,38,1
1995-02-12,1995-02-12 07:09:39.040,-37.61652,179.36241,12.0,5.118,8,38,1
1995-02-12,1995-02-12 10:47:39.220,-37.59606,179.4334,12.0,4.944,8,38,1
1995-02-12,1995-02-12 21:23:44.230,-37.92073,179.28162,12.0,5.097,8,38,1
1995-02-12,1995-02-12 22:12:22.070,-37.82362,179.4424,12.0,4.889,8,38,1
1995-02-13,1995-02-13 00:11:43.980,-37.4595,179.13837,12.0,6.0,8,38,1
1995-02-13,1995-02-13 01:57:01.690,-37.45619,179.27966,12.0,5.358,8,38,1
1995-02-13,1995-02-13 02:08:08.790,-37.48705,179.2139,12.0,5.433,8,38,1
1995-02-13,1995-02-13 12:18:52.370,-38.63246,177.99998,33.0,5.16,13,-1,0
1995-02-13,1995-02-13 13:18:31.500,-37.80753,179.48308,12.0,4.975,8,38,1
1995-02-14,1995-02-14 00:42:34.690,-37.78114,179.10788,12.0,4.947,8,38,1
1995-02-14,1995-02-14 00:51:14.910,-37.45225,179.30089,12.0,4.936,8,38,1
1995-02-15,1995-02-15 01:16:48.700,-37.48957,179.53491,12.0,5.3,8,39,1
1995-02-15,1995-02-15 01:59:32.480,-37.80619,179.44762,12.0,4.854,8,39,1
1995-02-15,1995-02-15 14:32:06.890,-37.43087,179.51375,12.0,5.088,8,39,1
1995-02-15,1995-02-15 19:00:35.710,-37.2971,179.70912,12.0,4.865,8,39,1
1995-02-15,1995-02-15 23:36:11.130,-37.67948,179.43401,12.0,5.2,8,39,1
1995-02-17,1995-02-17 01:00:16.840,-37.70526,179.54701,12.0,5.524,8,-1,0
1995-02-17,1995-02-17 21:34:38.940,-42.97677,171.37563,5.0,4.859,24,-1,0
1995-02-22,1995-02-22 23:18:02.960,-36.23603,-179.82133,33.0,4.981,2,-1,0
1995-02-23,1995-02-23 07:55:06.240,-37.45105,179.65552,12.0,5.079,8,-1,0
1995-02-27,1995-02-27 09:04:14.010,-37.52155,179.42009,12.0,5.2,8,-1,0
1995-03-02,1995-03-02 22:09:46.660,-37.5223,176.27332,297.9057,4.869,16,-1,0
1995-03-03,1995-03-03 20:30:13.940,-38.34744,176.02165,159.3928,5.122,21,-1,0
1995-03-04,1995-03-04 10:01:10.200,-34.54288,179.31473,268.4016,5.16,10,-1,0
1995-03-11,1995-03-11 00:09:54.330,-45.24256,167.25581,93.7856,5.222,32,-1,0
1995-03-21,1995-03-21 04:10:34.630,-39.02956,174.91728,210.421,4.856,23,-1,0
1995-03-22,1995-03-22 19:43:31.050,-41.04924,174.18286,87.0843,5.8,27,-1,0
1995-03-24,1995-03-24 01:37:42.310,-35.44355,179.16632,191.5639,4.915,9,-1,0
1995-03-24,1995-03-24 22:46:13.420,-34.20546,177.24286,33.0,5.166,1,-1,0
1995-04-03,1995-04-03 16:59:30.420,-38.35735,179.12015,12.0,4.964,13,-1,0
1995-04-10,1995-04-10 21:26:20.890,-40.18204,174.95731,18.2009,4.913,18,-1,0
1995-04-11,1995-04-11 08:20:06.020,-37.17666,178.90039,33.0,4.98,8,-1,0
1995-04-14,1995-04-14 23:08:02.100,-37.02655,178.43828,62.1049,5.1,7,-1,0
1995-04-20,1995-04-20 22:21:03.880,-37.78647,179.2507,12.0,5.138,8,-1,0
1995-04-26,1995-04-26 02:27:57.920,-36.92282,179.88826,33.0,4.931,8,-1,0
1995-05-02,1995-05-02 13:16:53.270,-39.0414,175.38017,155.6444,5.456,21,-1,0
1995-05-20,1995-05-20 20:20:18.730,-38.87079,174.99651,226.0706,4.862,23,-1,0
1995-05-27,1995-05-27 20:08:52.260,-38.97535,175.02557,229.4835,5.342,23,-1,0
1995-05-29,1995-05-29 10:06:42.270,-42.94038,171.60197,4.0585,5.5,24,-1,0
1995-06-03,1995-06-03 20:58:59.180,-33.21012,-179.37004,432.4891,6.851,11,-1,0
1995-06-25,1995-06-25 05:18:31.460,-38.6317,178.72801,33.0,4.879,13,-1,0
1995-07-03,1995-07-03 02:03:00.870,-37.02573,177.56609,12.0,5.078,6,-1,0
1995-07-09,1995-07-09 08:38:27.180,-39.61595,174.42805,215.6502,4.881,28,-1,0
1995-07-31,1995-07-31 23:03:38.640,-37.0112,177.60497,155.1424,5.1,15,-1,0
1995-08-01,1995-08-01 22:31:22.590,-38.5815,175.77097,146.8602,5.125,21,-1,0
1995-08-09,1995-08-09 07:17:46.970,-35.76362,178.45856,217.1245,5.069,10,-1,0
1995-08-22,1995-08-22 00:21:27.700,-41.36446,173.97148,75.5674,5.484,25,-1,0
1995-08-26,1995-08-26 11:45:47.190,-35.21351,178.78757,288.602,5.382,10,-1,0
1995-09-03,1995-09-03 17:51:39.230,-37.87455,176.66643,160.162,5.226,15,-1,0
1995-09-19,1995-09-19 22:52:24.730,-39.61305,174.265,205.8918,5.8,28,-1,0
1995-09-26,1995-09-26 16:53:35.310,-44.2324,168.31645,5.0,5.3,32,-1,0
1995-09-30,1995-09-30 13:17:14.760,-37.63082,179.43369,12.0,4.911,8,-1,0
1995-10-01,1995-10-01 22:39:57.760,-43.01702,171.35866,5.0,4.92,24,-1,0
1995-10-12,1995-10-12 12:20:44.950,-37.91183,179.35335,12.0,4.975,8,-1,0
1995-10-12,1995-10-12 13:37:31.470,-37.89645,179.369,12.0,4.873,8,-1,0
1995-10-17,1995-10-17 06:18:55.600,-47.48306,165.3519,33.0,4.852,31,-1,0
1995-10-28,1995-10-28 16:23:31.700,-39.60034,174.27937,186.5015,4.944,28,-1,0
1995-10-29,1995-10-29 14:04:50.240,-36.22686,177.9463,188.7767,4.956,10,-1,0
1995-11-01,1995-11-01 23:30:46.300,-38.13822,176.14308,170.8276,5.188,22,-1,0
1995-11-15,1995-11-15 19:11:10.620,-37.18728,177.30753,133.1023,5.036,15,-1,0
1995-11-24,1995-11-24 06:18:57.880,-42.95296,171.81883,7.263,6.2,24,-1,0
1995-11-24,1995-11-24 09:21:10.060,-37.40749,179.50644,12.0,5.211,8,-1,0
1995-11-24,1995-11-24 21:53:16.670,-37.46688,179.2357,12.0,4.936,8,-1,0
1995-11-25,1995-11-25 08:16:17.180,-42.93099,171.83604,5.589,5.187,24,-1,0
1995-11-27,1995-11-27 19:35:25.430,-37.50446,176.46942,221.6288,5.393,16,-1,0
1995-12-10,1995-12-10 13:02:08.020,-37.80573,179.34598,12.0,4.892,8,-1,0
1995-12-16,1995-12-16 07:38:13.990,-35.75602,178.36577,198.5054,5.476,10,-1,0
1995-12-18,1995-12-18 20:50:32.600,-37.49348,177.51335,105.4455,5.486,14,-1,0
1996-01-13,1996-01-13 07:52:40.290,-45.17694,167.47626,112.7203,4.874,32,-1,0
1996-02-28,1996-02-28 14:23:10.880,-45.06158,167.40926,114.3676,6.193,32,-1,0
1996-03-22,1996-03-22 09:38:56.060,-44.79362,167.16713,5.0,5.079,32,-1,0
1996-04-07,1996-04-07 15:52:31.330,-40.66349,176.39854,26.7135,4.897,19,-1,0
1996-04-22,1996-04-22 15:56:31.970,-37.23995,176.83452,226.683,5.042,16,-1,0
1996-04-25,1996-04-25 16:20:38.780,-37.8562,179.80075,12.0,5.175,8,-1,0
1996-05-01,1996-05-01 09:52:39.520,-37.19051,176.78635,324.3313,4.852,17,-1,0
1996-05-05,1996-05-05 00:13:25.010,-36.57117,177.59642,233.8276,5.384,17,-1,0
1996-05-26,1996-05-26 10:13:02.010,-39.02654,174.96152,218.4406,5.746,23,-1,0
1996-05-31,1996-05-31 23:31:13.890,-40.67496,175.42369,41.5005,5.123,18,-1,0
1996-06-16,1996-06-16 00:56:40.710,-36.29202,179.99219,33.0,5.04,8,-1,0
1996-06-20,1996-06-20 17:30:11.030,-45.19112,167.37108,75.0689,5.073,32,-1,0
1996-06-27,1996-06-27 03:34:39.630,-38.42875,177.5029,78.5819,5.0,14,-1,0
1996-07-09,1996-07-09 21:36:22.370,-41.80051,172.7122,81.5448,4.986,26,-1,0
1996-08-05,1996-08-05 10:06:42.150,-37.92015,176.42899,187.2622,5.054,22,-1,0
1996-08-13,1996-08-13 09:41:41.800,-34.76864,179.60408,211.9868,5.86,2,-1,0
1996-08-29,1996-08-29 04:47:02.350,-42.48913,172.79211,9.4277,5.3,24,-1,0
1996-08-31,1996-08-31 11:18:34.760,-44.57965,168.46886,5.0,4.926,32,-1,0
1996-09-04,1996-09-04 07:54:09.960,-36.37545,178.46837,86.5402,4.945,8,-1,0
1996-09-04,1996-09-04 23:51:26.570,-42.28689,174.88525,33.0,5.247,25,-1,0
1996-09-13,1996-09-13 03:16:47.990,-38.43912,175.86823,154.4048,5.097,21,-1,0
1996-09-19,1996-09-19 12:16:34.180,-42.4819,172.82445,9.4888,5.798,24,-1,0
1996-09-25,1996-09-25 10:35:17.710,-39.05311,174.90811,213.7768,5.4,23,-1,0
1996-09-27,1996-09-27 13:54:19.160,-39.83187,174.69536,16.2449,4.93,18,-1,0
1996-10-04,1996-10-04 22:39:03.800,-37.0675,177.23474,206.6403,5.34,16,-1,0
1996-10-05,1996-10-05 21:21:36.310,-40.37157,176.49005,52.4187,5.045,19,-1,0
1996-10-15,1996-10-15 20:35:39.530,-44.30005,168.91367,5.0,4.915,32,-1,0
1996-10-25,1996-10-25 10:28:29.830,-38.67347,175.8997,154.3459,5.353,21,-1,0
1996-11-12,1996-11-12 07:33:52.040,-38.873,175.11391,210.579,5.006,23,-1,0
1996-12-15,1996-12-15 23:13:16.430,-40.31498,178.80263,12.0,5.474,19,-1,0
1996-12-22,1996-12-22 19:21:45.950,-40.01906,175.71115,64.7547,5.264,19,-1,0
1997-01-14,1997-01-14 21:31:01.820,-37.12463,177.07639,252.8923,5.148,16,-1,0
1997-01-19,1997-01-19 14:56:11.450,-37.79556,179.19794,21.9543,5.382,8,-1,0
1997-01-24,1997-01-24 08:55:00.870,-36.81417,177.13783,280.3748,4.962,17,-1,0
1997-02-28,1997-02-28 20:29:26.500,-35.99543,177.90816,12.0,4.984,6,35,1
1997-03-01,1997-03-01 04:24:54.960,-36.30023,177.95999,12.0,4.86,6,35,1
1997-03-01,1997-03-01 07:59:08.250,-36.21722,177.73485,12.0,4.968,6,35,1
1997-03-01,1997-03-01 20:41:53.730,-36.38328,177.99907,12.0,4.91,6,35,1
1997-03-01,1997-03-01 21:58:14.960,-36.33798,177.825,12.0,4.917,6,35,1
1997-03-02,1997-03-02 14:33:53.880,-36.37334,178.43622,12.0,5.305,6,35,1
1997-03-02,1997-03-02 15:19:57.080,-36.2944,178.01482,12.0,4.897,6,35,1
1997-03-02,1997-03-02 16:23:07.120,-36.46043,177.68983,12.0,5.269,6,35,1
1997-03-02,1997-03-02 19:01:53.710,-36.4115,178.04282,12.0,5.25,6,35,1
1997-03-02,1997-03-02 19:23:38.320,-36.31847,177.99803,12.0,4.913,6,35,1
1997-03-03,1997-03-03 00:44:14.020,-36.41175,177.78687,12.0,5.115,6,35,1
1997-03-03,1997-03-03 02:35:29.310,-36.43323,177.85881,12.0,4.894,6,35,1
1997-03-03,1997-03-03 14:13:22.050,-35.86169,178.42953,12.0,5.408,6,35,1
1997-03-03,1997-03-03 23:15:40.010,-36.40017,177.60837,12.0,4.907,6,35,1
1997-03-04,1997-03-04 07:41:01.370,-36.45358,177.73747,12.0,5.059,6,35,1
1997-03-06,1997-03-06 06:01:22.000,-36.25264,177.94272,12.0,4.973,6,-1,0
1997-03-07,1997-03-07 08:27:37.300,-37.751,179.30598,12.0,5.081,8,-1,0
1997-03-10,1997-03-10 14:07:02.840,-36.37212,177.7587,12.0,5.254,6,-1,0
1997-03-12,1997-03-12 15:30:29.000,-36.09779,179.50377,12.0,5.646,1,-1,0
1997-03-25,1997-03-25 02:18:04.670,-37.02947,177.61699,111.4501,5.3,15,-1,0
1997-04-11,1997-04-11 19:46:38.980,-38.4229,175.63716,287.0888,5.159,23,-1,0
1997-04-18,1997-04-18 06:43:20.040,-37.66883,177.32944,109.5365,4.916,14,-1,0
1997-04-22,1997-04-22 14:30:50.320,-36.7377,177.59364,171.3551,5.483,15,-1,0
1997-05-02,1997-05-02 16:44:55.050,-39.25153,176.35663,72.6838,4.901,20,-1,0
1997-05-03,1997-05-03 16:46:01.840,-32.54943,-177.98146,135.4866,7.113,11,-1,0
1997-05-09,1997-05-09 05:55:55.000,-36.50135,177.57292,207.047,5.008,17,-1,0
1997-05-15,1997-05-15 20:10:16.390,-38.77543,176.27881,87.7566,4.853,20,-1,0
1997-05-23,1997-05-23 00:24:49.600,-37.08764,177.15182,246.1449,5.106,16,-1,0
1997-05-23,1997-05-23 04:49:00.690,-38.50383,175.76816,166.2282,4.854,21,-1,0
1997-05-25,1997-05-25 23:22:30.580,-32.30516,-178.79001,339.3824,7.1,11,-1,0
1997-05-26,1997-05-26 10:50:14.960,-47.26572,165.95712,12.0,5.2,31,-1,0
1997-05-27,1997-05-27 03:14:01.670,-37.54923,176.53322,212.0153,6.066,16,-1,0
1997-06-07,1997-06-07 09:08:00.550,-36.97249,176.94917,273.0836,4.987,16,-1,0
1997-06-10,1997-06-10 03:19:02.620,-37.89553,176.14375,293.8825,4.902,22,-1,0
1997-06-14,1997-06-14 13:05:48.940,-37.83609,176.34097,207.4454,4.978,22,-1,0
1997-06-19,1997-06-19 08:55:07.500,-41.11422,174.50063,39.59,5.123,18,-1,0
1997-06-20,1997-06-20 15:36:34.040,-41.14679,174.48596,36.9509,5.363,18,-1,0
1997-07-17,1997-07-17 17:56:08.700,-37.0784,177.85405,62.4233,4.99,7,-1,0
1997-07-20,1997-07-20 17:05:53.040,-39.22686,174.98683,157.9207,4.952,20,-1,0
1997-08-02,1997-08-02 03:57:58.760,-34.67928,177.20833,12.0,5.033,1,-1,0
1997-08-08,1997-08-08 11:06:24.210,-37.51981,176.60486,209.2757,4.889,16,-1,0
1997-08-24,1997-08-24 19:05:34.380,-36.72062,177.32945,249.4624,4.869,17,-1,0
1997-09-12,1997-09-12 20:14:57.320,-37.73632,176.10913,287.2323,5.055,22,-1,0
1997-09-14,1997-09-14 17:00:32.700,-38.28245,175.90659,204.6793,5.223,22,-1,0
1997-09-16,1997-09-16 10:08:17.460,-43.6726,170.29279,5.0,5.028,24,-1,0
1997-09-16,1997-09-16 15:24:05.390,-43.63771,170.25931,5.0,5.029,24,-1,0
1997-09-19,1997-09-19 21:37:22.960,-43.18217,171.56827,12.0,4.879,24,-1,0
1997-09-20,1997-09-20 11:15:59.090,-37.30185,177.6068,92.9751,5.118,14,-1,0
1997-10-13,1997-10-13 07:18:01.080,-37.24785,177.57578,102.7641,5.025,14,-1,0
1997-10-28,1997-10-28 04:54:17.860,-34.53255,177.22328,33.0,5.312,1,-1,0
1997-10-29,1997-10-29 14:59:54.610,-38.26153,175.8857,226.099,4.908,22,-1,0
1997-10-31,1997-10-31 07:15:20.670,-38.72599,175.68155,128.4622,5.084,21,-1,0
1997-10-31,1997-10-31 22:53:15.890,-38.0013,176.78983,138.7336,5.541,15,-1,0
1997-11-04,1997-11-04 13:55:43.110,-42.9882,171.3692,5.0,5.066,24,-1,0
1997-11-07,1997-11-07 22:30:01.640,-40.42646,176.84457,16.2607,5.392,19,-1,0
1997-11-09,1997-11-09 08:28:55.080,-37.5827,177.17642,139.1745,5.012,15,-1,0
1997-11-24,1997-11-24 02:23:56.700,-40.48918,174.6516,70.219,5.184,18,-1,0
1997-11-29,1997-11-29 21:03:32.650,-41.09648,173.52235,90.5907,5.2,27,-1,0
1997-12-19,1997-12-19 17:21:15.390,-38.55518,175.80241,162.2609,5.164,21,-1,0
1997-12-24,1997-12-24 01:14:33.200,-36.94192,176.91081,241.7533,5.016,16,-1,0
1998-01-06,1998-01-06 02:39:47.660,-47.67086,165.40224,12.0,5.163,31,-1,0
1998-01-06,1998-01-06 05:01:25.400,-47.6498,165.46286,12.0,5.246,31,-1,0
1998-01-07,1998-01-07 12:07:19.430,-47.59378,165.57813,12.0,5.476,31,-1,0
1998-01-16,1998-01-16 14:53:47.110,-37.39145,177.59389,93.7915,4.895,14,-1,0
1998-01-26,1998-01-26 23:05:57.500,-47.63322,165.27844,12.0,5.9,31,67,1
1998-01-26,1998-01-26 23:12:05.610,-47.66518,165.40736,12.0,5.023,31,67,1
1998-01-26,1998-01-26 23:25:06.560,-47.58955,165.21512,12.0,5.116,31,67,1
1998-01-26,1998-01-26 23:57:27.940,-47.70992,165.20543,12.0,5.171,31,67,1
1998-01-27,1998-01-27 23:46:06.580,-47.69212,165.26949,12.0,5.12,31,67,1
1998-01-28,1998-01-28 13:40:59.270,-47.64712,165.48723,12.0,4.951,31,67,1
1998-02-08,1998-02-08 18:26:06.260,-45.06887,170.39,5.0,5.105,32,-1,0
1998-02-16,1998-02-16 07:16:49.510,-39.50797,175.58034,5.0,4.877,19,-1,0
1998-02-24,1998-02-24 17:17:50.930,-41.93612,174.23242,12.0,5.206,25,-1,0
1998-03-08,1998-03-08 11:17:28.250,-37.14312,177.52327,134.1763,4.992,15,-1,0
1998-04-20,1998-04-20 23:34:18.100,-39.02385,174.92445,231.7755,6.721,23,-1,0
1998-04-22,1998-04-22 02:12:59.190,-39.33323,177.77635,47.6674,5.079,13,-1,0
1998-05-01,1998-05-01 10:33:06.020,-35.18543,179.04649,189.3111,5.951,9,-1,0
1998-05-14,1998-05-14 09:27:21.800,-38.50069,177.14603,46.1014,5.119,13,-1,0
1998-05-16,1998-05-16 19:16:15.650,-38.79431,175.38171,167.6161,4.935,21,-1,0
1998-06-14,1998-06-14 12:00:54.530,-34.75098,179.00162,201.9106,4.96,10,-1,0
1998-06-22,1998-06-22 15:19:51.710,-39.3523,173.57715,11.3315,5.173,18,-1,0
1998-07-04,1998-07-04 07:47:47.340,-39.1431,174.47722,601.528,5.295,23,-1,0
1998-07-11,1998-07-11 17:07:57.110,-36.26785,178.15294,201.2449,5.07,10,-1,0
1998-07-13,1998-07-13 00:31:36.420,-45.00827,167.61098,90.9921,4.915,32,-1,0
1998-07-31,1998-07-31 10:19:50.110,-37.22104,176.80124,215.6941,4.859,16,-1,0
1998-08-15,1998-08-15 10:40:59.500,-36.16734,177.91948,222.2211,4.983,10,-1,0
1998-09-02,1998-09-02 06:54:40.720,-37.15086,177.3867,137.9815,5.693,15,-1,0
1998-09-28,1998-09-28 19:46:07.960,-35.94128,176.75844,12.0,4.858,6,-1,0
1998-10-20,1998-10-20 20:03:00.510,-43.8315,169.54686,12.0,5.4,32,-1,0
1998-10-20,1998-10-20 20:11:00.610,-35.1862,178.90062,311.7686,5.098,10,-1,0
1998-10-21,1998-10-21 12:00:39.540,-38.1359,176.0034,202.7905,5.503,22,-1,0
1998-12-29,1998-12-29 13:45:23.890,-38.22017,176.2798,162.0662,5.741,21,-1,0
1999-01-03,1999-01-03 07:00:21.400,-41.09247,174.51674,57.9031,5.2,27,-1,0
1999-01-09,1999-01-09 13:18:48.850,-43.2858,173.74989,12.0,4.935,24,-1,0
1999-01-31,1999-01-31 00:13:14.090,-46.39079,166.17949,12.0,5.064,33,-1,0
1999-02-01,1999-02-01 18:26:05.570,-38.2564,176.09541,180.6346,5.07,22,-1,0
1999-02-03,1999-02-03 03:19:45.950,-35.34273,179.5127,286.5523,4.911,10,-1,0
1999-03-23,1999-03-23 10:44:18.770,-37.71371,177.11723,147.3002,5.4,15,-1,0
1999-03-28,1999-03-28 22:36:28.600,-36.00777,179.20549,151.6412,5.539,9,-1,0
1999-04-01,1999-04-01 01:39:34.360,-40.82314,172.90105,217.0697,5.13,27,-1,0
1999-04-17,1999-04-17 15:06:29.140,-36.16883,178.22563,183.9734,4.912,9,-1,0
1999-04-20,1999-04-20 06:15:22.250,-36.06453,178.10333,210.7752,5.4,10,-1,0
1999-04-20,1999-04-20 19:04:04.550,-32.45824,-177.51326,207.634,7.005,11,-1,0
1999-04-24,1999-04-24 23:06:52.830,-44.11776,168.73805,12.0,5.145,32,-1,0
1999-04-25,1999-04-25 20:18:25.660,-45.13572,167.54306,114.9695,5.255,32,-1,0
1999-05-18,1999-05-18 09:19:35.690,-38.58762,175.47844,264.4511,5.7,23,-1,0
1999-05-19,1999-05-19 07:50:28.280,-40.41803,173.5249,155.1006,5.186,27,-1,0
1999-05-21,1999-05-21 08:07:07.660,-44.58691,169.9137,5.0,4.903,32,-1,0
1999-05-24,1999-05-24 15:46:28.550,-47.29759,165.23715,12.0,5.165,31,-1,0
1999-06-24,1999-06-24 16:52:42.990,-38.84711,176.01006,98.3703,5.192,20,-1,0
1999-06-25,1999-06-25 02:40:53.740,-40.35337,173.35867,213.6146,4.909,28,-1,0
1999-07-09,1999-07-09 00:43:46.390,-34.81977,177.32805,33.0,5.071,1,-1,0
1999-07-15,1999-07-15 14:52:54.670,-35.5519,178.64474,185.9848,5.4,9,-1,0
1999-08-04,1999-08-04 02:27:21.460,-37.06104,176.80281,444.844,4.859,17,-1,0
1999-08-05,1999-08-05 04:02:28.610,-40.48169,173.8784,107.7532,5.305,27,-1,0
1999-08-05,1999-08-05 05:02:11.490,-44.72741,167.56601,5.0,5.241,32,-1,0
1999-08-18,1999-08-18 01:16:47.280,-37.03186,177.63707,156.3727,5.7,15,-1,0
1999-08-18,1999-08-18 11:11:21.640,-39.54219,174.37724,225.6403,5.203,28,-1,0
1999-08-22,1999-08-22 01:09:35.580,-37.66584,176.56416,326.8877,5.175,16,-1,0
1999-08-26,1999-08-26 17:43:46.270,-36.54215,177.02742,12.0,5.455,6,-1,0
1999-08-29,1999-08-29 21:43:23.650,-37.16479,176.68024,308.6429,4.941,16,-1,0
