date,time,latitude,longitude,depth,magnitude,som_zone,global_cluster,is_aftershock
2009-07-15,2009-07-15 10:46:00.990,-46.037,166.19542,20.0,5.109,33,78,1
2009-07-15,2009-07-15 11:27:50.170,-45.82196,166.37427,12.0,4.864,33,78,1
2009-07-15,2009-07-15 11:35:43.530,-45.57671,166.68178,12.0,5.056,33,78,1
2009-07-15,2009-07-15 11:44:14.110,-45.53629,166.5941,12.0,5.121,33,78,1
2009-07-15,2009-07-15 11:49:42.690,-45.59642,166.61771,5.0,5.001,33,78,1
2009-07-15,2009-07-15 12:45:14.600,-46.03465,166.09283,12.0,4.869,33,78,1
2009-07-15,2009-07-15 13:50:39.250,-45.44289,166.54713,12.0,5.5,33,78,1
2009-07-15,2009-07-15 21:36:02.730,-46.01078,166.10686,12.0,5.135,33,78,1
2009-07-15,2009-07-15 23:41:20.360,-45.51938,167.04752,67.4409,5.114,33,78,1
2009-07-16,2009-07-16 00:24:05.750,-46.1404,165.98418,12.0,5.6,33,78,1
2009-07-16,2009-07-16 00:39:13.030,-46.16273,166.07518,12.0,4.9,33,78,1
2009-07-16,2009-07-16 00:44:46.770,-46.16516,165.89288,5.0,5.3,33,78,1
2009-07-16,2009-07-16 03:19:13.820,-46.1174,166.00777,12.0,4.9,33,78,1
2009-07-16,2009-07-16 06:30:01.980,-45.69186,166.5722,12.0,5.0,33,78,1
2009-07-16,2009-07-16 16:13:43.450,-46.09639,165.95251,12.0,4.9,33,78,1
2009-07-16,2009-07-16 17:27:40.210,-45.46636,166.50856,12.0,5.0,33,78,1
2009-07-16,2009-07-16 22:18:23.070,-46.18637,166.12094,33.0,5.7,33,78,1
2009-07-16,2009-07-16 23:01:04.810,-46.12121,166.05263,12.0,4.9,33,78,1
2009-07-17,2009-07-17 00:50:30.790,-46.10829,165.93137,12.0,4.851,33,78,1
2009-07-17,2009-07-17 06:39:23.290,-45.33122,166.50191,12.0,5.2,33,78,1
2009-07-18,2009-07-18 15:33:46.830,-45.53456,166.65356,23.0729,5.0,33,79,1
2009-07-19,2009-07-19 05:11:33.650,-45.37895,166.09659,12.0,5.3,33,79,1
2009-07-19,2009-07-19 08:48:43.220,-45.33741,166.16429,12.0,5.2,33,79,1
2009-07-25,2009-07-25 17:46:26.550,-36.84446,178.68381,12.0,4.9,7,-1,0
2009-07-29,2009-07-29 20:42:59.380,-46.16886,165.89941,33.0,4.9,33,-1,0
2009-08-03,2009-08-03 18:49:30.190,-45.13399,166.4575,12.0,5.1,32,-1,0
2009-08-05,2009-08-05 08:31:37.420,-45.44005,166.12096,12.0,6.1,33,-1,0
2009-08-16,2009-08-16 07:26:42.390,-35.01699,-179.571,35.0,5.4,2,-1,0
2009-08-16,2009-08-16 07:43:21.300,-35.07401,-179.483,35.0,5.0,2,-1,0
2009-08-17,2009-08-17 16:56:37.740,-45.92334,165.77914,29.1583,5.0,33,-1,0
2009-08-17,2009-08-17 19:16:47.590,-37.80284,176.13539,281.2086,5.309,22,-1,0
2009-08-21,2009-08-21 17:24:28.620,-36.04272,179.26469,141.3152,5.3,9,-1,0
2009-08-25,2009-08-25 04:57:24.490,-46.11467,166.04716,26.2866,5.2,33,-1,0
2009-09-09,2009-09-09 10:33:04.530,-32.77103,-179.1864,436.6458,6.429,11,-1,0
2009-10-01,2009-10-01 05:44:08.090,-46.0854,166.00555,24.9455,5.0,33,-1,0
2009-12-13,2009-12-13 21:21:49.370,-37.49693,176.47174,225.0347,5.096,16,-1,0
2010-01-21,2010-01-21 21:17:06.130,-39.06915,174.88835,220.9773,5.035,23,-1,0
2010-02-05,2010-02-05 09:48:46.710,-44.72581,167.40953,5.0,5.0,32,-1,0
2010-02-09,2010-02-09 10:21:41.020,-38.7958,-179.60828,33.0,5.0,8,-1,0
2010-02-18,2010-02-18 17:02:38.740,-40.17118,173.79831,167.636,5.002,28,-1,0
2010-02-25,2010-02-25 04:38:37.960,-46.07472,166.19963,12.0,5.0,33,-1,0
2010-03-18,2010-03-18 06:24:16.730,-48.618,164.855,10.0,5.1,31,69,1
2010-03-18,2010-03-18 06:28:50.290,-48.73301,164.672,10.0,5.6,31,69,1
2010-03-18,2010-03-18 06:42:08.840,-48.519,164.895,10.0,5.3,31,69,1
2010-03-18,2010-03-18 21:29:12.110,-46.22366,165.39696,33.0,5.2,31,69,1
2010-03-30,2010-03-30 19:00:06.320,-37.28216,177.20575,135.3758,5.166,15,-1,0
2010-06-17,2010-06-17 13:06:46.590,-33.168,179.71899,170.0,5.9,3,-1,0
2010-07-06,2010-07-06 02:39:59.670,-37.4949,175.88542,247.7458,4.914,22,-1,0
2010-07-11,2010-07-11 13:23:40.270,-38.95898,177.35991,33.0,5.1,13,-1,0
2010-07-13,2010-07-13 07:51:23.800,-40.51222,173.5621,142.7908,4.965,27,-1,0
2010-09-03,2010-09-03 16:35:41.830,-43.52731,172.16794,11.0426,7.2,24,58,1
2010-09-03,2010-09-03 16:37:02.610,-43.55426,172.32367,10.0257,5.815,24,58,1
2010-09-03,2010-09-03 16:37:17.760,-43.6585,172.38512,7.8273,5.114,24,58,1
2010-09-03,2010-09-03 16:37:36.320,-43.5661,172.29477,11.8823,5.532,24,58,1
2010-09-03,2010-09-03 16:38:17.240,-43.4711,172.18575,6.2919,5.434,24,58,1
2010-09-03,2010-09-03 16:38:42.450,-43.49201,172.11847,10.1591,5.162,24,58,1
2010-09-03,2010-09-03 16:39:03.700,-43.62283,172.11028,17.6058,5.335,24,58,1
2010-09-03,2010-09-03 16:39:56.870,-43.59541,172.21217,14.2405,4.921,24,58,1
2010-09-03,2010-09-03 16:41:17.820,-43.58586,172.30362,9.8851,4.971,24,58,1
2010-09-03,2010-09-03 16:42:20.860,-43.64153,172.23647,11.2593,4.945,24,58,1
2010-09-03,2010-09-03 16:42:28.760,-43.63268,172.27835,8.1763,4.912,24,58,1
2010-09-03,2010-09-03 16:42:47.270,-43.60732,172.41315,9.3622,4.979,24,58,1
2010-09-03,2010-09-03 16:43:28.730,-43.60926,172.16673,9.4878,5.144,24,58,1
2010-09-03,2010-09-03 16:44:57.320,-43.46124,172.16286,6.6817,5.359,24,58,1
2010-09-03,2010-09-03 16:48:49.770,-43.60859,172.32207,8.559,4.95,24,58,1
2010-09-03,2010-09-03 16:52:56.300,-43.59917,172.40279,7.4831,5.468,24,58,1
2010-09-03,2010-09-03 16:59:20.040,-43.61625,172.21004,8.0537,5.504,24,58,1
2010-09-03,2010-09-03 17:18:37.800,-43.58258,172.18248,5.7404,5.05,24,58,1
2010-09-03,2010-09-03 19:56:49.390,-43.58372,172.40186,8.6807,5.126,24,58,1
2010-09-03,2010-09-03 23:12:45.840,-43.50886,172.17453,8.7228,5.079,24,58,1
2010-09-03,2010-09-03 23:14:54.870,-43.50919,172.17816,7.7167,5.203,24,58,1
2010-09-06,2010-09-06 11:40:50.460,-43.57884,171.85748,7.566,5.0,24,-1,0
2010-09-06,2010-09-06 22:48:33.660,-40.38838,176.72292,21.1418,5.0,19,-1,0
2010-09-09,2010-09-09 04:18:48.330,-40.41871,176.78368,15.7133,4.9,19,-1,0
2010-09-22,2010-09-22 11:35:28.200,-36.77045,177.07213,270.4081,4.923,17,-1,0
2010-09-29,2010-09-29 04:14:47.920,-36.75703,177.25844,284.6185,5.4,17,-1,0
2010-10-02,2010-10-02 10:50:15.050,-39.68039,174.17078,203.0507,4.937,28,-1,0
2010-10-24,2010-10-24 08:20:21.560,-47.4151,164.92491,33.0,5.2,31,-1,0
2010-11-20,2010-11-20 19:52:22.910,-38.37034,176.11438,145.1156,4.909,21,-1,0
2010-11-21,2010-11-21 22:22:10.760,-35.5479,178.86023,209.6486,5.169,10,-1,0
2010-11-28,2010-11-28 01:22:13.140,-40.88183,175.54485,25.1904,5.0,18,-1,0
2011-01-06,2011-01-06 06:41:58.780,-38.77811,175.10953,237.3091,5.104,23,-1,0
2011-01-13,2011-01-13 12:04:53.710,-36.92974,179.94057,33.0,5.5,8,-1,0
2011-01-18,2011-01-18 08:45:46.970,-38.11433,176.18243,151.7191,5.0,21,-1,0
2011-01-27,2011-01-27 15:02:46.960,-38.41254,176.00592,151.023,5.6,21,-1,0
2011-02-21,2011-02-21 23:51:42.320,-43.58213,172.67848,5.4143,6.2,24,59,1
2011-02-21,2011-02-21 23:56:54.610,-43.58628,172.66882,5.0,4.863,24,59,1
2011-02-22,2011-02-22 00:04:19.310,-43.58849,172.66228,5.7503,5.5,24,59,1
2011-02-22,2011-02-22 01:50:29.800,-43.59044,172.63362,6.6227,5.6,24,59,1
2011-02-22,2011-02-22 01:51:09.850,-43.58984,172.62813,6.9534,4.982,24,59,1
2011-03-20,2011-03-20 07:30:11.970,-37.51128,176.60033,200.0426,4.976,15,-1,0
2011-03-26,2011-03-26 20:40:19.790,-37.13737,176.84395,254.862,5.124,16,-1,0
2011-03-28,2011-03-28 02:28:41.110,-36.90476,176.95908,276.6616,5.046,17,-1,0
2011-03-31,2011-03-31 08:35:29.580,-36.70797,177.29997,202.0125,4.916,16,-1,0
2011-04-07,2011-04-07 07:16:15.680,-42.21763,177.42648,33.0,4.9,19,-1,0
2011-04-07,2011-04-07 22:12:44.080,-39.61611,174.442,135.2323,5.2,28,-1,0
2011-04-16,2011-04-16 05:49:22.710,-43.59924,172.75789,8.9584,5.0,24,-1,0
2011-04-18,2011-04-18 13:03:02.730,-34.33601,179.87399,86.0,6.6,2,-1,0
2011-04-26,2011-04-26 04:39:40.890,-37.43037,176.73041,177.5205,5.208,15,-1,0
2011-04-29,2011-04-29 19:08:04.160,-43.18425,171.98679,10.7218,4.9,24,-1,0
2011-05-09,2011-05-09 15:04:23.310,-43.59328,172.40541,12.0,4.9,24,-1,0
2011-05-11,2011-05-11 06:11:22.880,-36.26663,-179.08365,33.0,5.6,2,-1,0
2011-06-05,2011-06-05 21:09:55.310,-43.58618,172.39426,9.0015,5.1,24,-1,0
2011-06-13,2011-06-13 01:01:00.340,-43.57668,172.75,8.8973,5.3,24,60,1
2011-06-13,2011-06-13 02:20:49.260,-43.57064,172.73773,6.916,6.0,24,60,1
2011-06-13,2011-06-13 02:21:23.590,-43.58969,172.74222,10.2798,5.214,24,60,1
2011-06-21,2011-06-21 10:34:22.990,-43.59583,172.52338,8.8226,5.2,24,-1,0
2011-06-23,2011-06-23 00:31:58.820,-36.86805,176.88304,277.4986,5.099,16,-1,0
2011-07-05,2011-07-05 03:36:25.080,-38.65247,175.70624,152.6019,5.5,21,-1,0
2011-07-17,2011-07-17 11:39:51.070,-35.246,179.716,84.1,5.0,2,-1,0
2011-09-01,2011-09-01 18:58:28.850,-37.46329,179.79774,33.0,5.115,8,-1,0
2011-09-14,2011-09-14 13:36:32.640,-35.20509,-178.49706,76.118,5.8,2,-1,0
2011-09-15,2011-09-15 07:53:20.000,-35.42001,-178.45,56.0,6.1,2,-1,0
2011-10-01,2011-10-01 10:54:29.840,-48.98,164.53999,10.0,5.6,31,-1,0
2011-10-02,2011-10-02 09:36:02.070,-35.32047,178.98441,239.3684,4.871,10,-1,0
2011-10-09,2011-10-09 07:34:41.020,-43.5737,172.83517,8.0863,4.9,24,-1,0
2011-11-03,2011-11-03 05:01:58.950,-35.2859,178.93863,213.8044,5.317,10,-1,0
2011-11-18,2011-11-18 02:43:51.710,-37.41634,179.91197,33.0,5.4,8,45,1
2011-11-18,2011-11-18 04:34:03.010,-37.4124,179.98462,33.0,5.5,8,45,1
2011-11-18,2011-11-18 07:51:21.270,-37.44217,179.95273,33.0,5.8,8,45,1
2011-11-21,2011-11-21 19:38:27.110,-37.40642,179.99138,33.0,5.1,8,-1,0
2011-12-03,2011-12-03 06:19:10.510,-41.34543,174.31699,55.098,5.1,25,-1,0
2011-12-21,2011-12-21 13:37:18.830,-33.127,-178.895,33.0,5.7,3,-1,0
2011-12-23,2011-12-23 00:58:38.140,-43.48138,172.79951,10.0147,5.8,24,61,1
2011-12-23,2011-12-23 01:00:53.930,-43.5239,172.82915,7.7364,5.0,24,61,1
2011-12-23,2011-12-23 01:06:26.090,-43.47495,172.81303,7.4785,5.4,24,61,1
2011-12-23,2011-12-23 02:18:03.590,-43.52452,172.74977,7.4865,5.9,24,61,1
2011-12-23,2011-12-23 17:37:31.050,-43.66759,172.83998,5.0,4.9,24,61,1
2012-01-01,2012-01-01 12:27:57.130,-43.46253967,172.8325043,9.005116463,5.089474533,24,62,1
2012-01-01,2012-01-01 16:45:05.110,-43.45058441,172.8106079,9.765994072,5.314901446,24,62,1
2012-01-01,2012-01-01 16:45:17.100,-43.46715546,172.8085175,11.87032986,5.458549751,24,62,1
2012-01-02,2012-01-02 05:59:15.370,-43.4472847,172.8200836,5.0,4.886299217,24,62,1
2012-01-04,2012-01-04 22:16:25.660,-32.51340103,-178.8193054,5.0,4.973536969,0,-1,0
2012-01-06,2012-01-06 01:20:56.270,-43.4856635,172.9080035,5.0025,4.964050014,24,-1,0
2012-01-06,2012-01-06 12:21:36.090,-43.5362647,172.7726966,11.97265625,5.221109098,24,-1,0
2012-01-13,2012-01-13 17:49:09.000,-32.77334213,-177.7850647,33.0,5.307422999,0,-1,0
2012-01-13,2012-01-13 20:25:24.260,-32.73442459,-177.8898773,33.0,5.243919319,0,-1,0
2012-01-19,2012-01-19 06:48:48.280,-46.97981973,165.7687672,12.0025,5.694901519,31,70,1
2012-01-19,2012-01-19 09:01:56.460,-46.92377668,165.6785428,12.0025,5.625301702,31,70,1
2012-01-19,2012-01-19 10:34:38.580,-46.82036068,165.8194497,12.0375,4.85751175,31,70,1
2012-01-19,2012-01-19 12:46:50.020,-46.84404716,165.7040264,12.005,5.107350337,31,70,1
2012-01-23,2012-01-23 18:01:36.450,-32.94533539,-179.3563995,33.0,5.075825063,3,-1,0
2012-01-25,2012-01-25 06:02:32.430,-46.82451142,165.6630602,5.46875,5.764429218,31,-1,0
2012-02-02,2012-02-02 18:00:32.280,-40.18943024,173.486084,192.1644287,4.971015219,28,-1,0
2012-02-13,2012-02-13 05:58:59.090,-33.73962402,-178.1431122,33.0,5.096394295,3,-1,0
2012-02-13,2012-02-13 10:12:03.460,-32.59414673,-177.9516449,33.0,5.081941987,0,-1,0
2012-02-16,2012-02-16 20:43:28.050,-33.3562851,-177.9811249,33.0,4.998339934,3,-1,0
2012-02-26,2012-02-26 05:24:57.740,-32.47505569,-177.4329681,33.0,5.78943411,0,-1,0
2012-03-03,2012-03-03 10:15:24.790,-32.44903564,-179.162323,323.3003235,5.024845932,11,-1,0
2012-03-10,2012-03-10 18:26:25.120,-35.0800972,178.9421539,126.0496292,5.14071669,1,-1,0
2012-03-14,2012-03-14 19:07:43.830,-45.18706737,166.8424946,5.0375,5.376783487,32,-1,0
2012-03-15,2012-03-15 11:15:18.490,-45.13705063,166.4940948,5.0,5.152893907,32,-1,0
2012-03-20,2012-03-20 07:25:32.420,-45.18075463,167.3678982,126.171875,5.208249266,32,-1,0
2012-03-24,2012-03-24 10:50:46.220,-34.10685349,-178.4622803,33.0,5.080530125,3,-1,0
2012-04-22,2012-04-22 09:17:15.880,-32.78626633,179.8247681,33.0,5.499911507,3,-1,0
2012-04-24,2012-04-24 01:05:47.000,-32.704,-178.561,12.0,5.362624771,0,-1,0
2012-05-11,2012-05-11 22:07:34.100,-46.32062086,167.1516905,12.0175,5.30370033,33,-1,0
2012-05-18,2012-05-18 15:31:35.330,-32.93701172,-179.5239258,300.5263672,5.134169951,11,-1,0
2012-05-25,2012-05-25 02:44:49.840,-43.5339582,172.7723086,14.7265625,5.475451422,24,-1,0
2012-06-09,2012-06-09 21:10:25.620,-33.19030762,-179.605484,33.0,5.093113779,3,-1,0
2012-06-18,2012-06-18 14:04:45.590,-33.2228775,179.7901154,26.23397064,4.941774096,3,-1,0
2012-06-22,2012-06-22 00:03:01.330,-33.33361435,-177.4952698,180.0345306,5.153378707,11,-1,0
2012-06-22,2012-06-22 02:20:06.000,-32.935,-178.65,14.0,5.55407481,3,10,1
2012-06-22,2012-06-22 05:02:06.000,-32.979,-178.33,7.0,5.175487772,3,10,1
2012-06-22,2012-06-22 12:12:50.160,-33.0212326,-178.0059662,33.0,5.067198453,3,10,1
2012-06-25,2012-06-25 03:30:07.000,-32.627,-178.051,10.0,4.952217871,0,-1,0
2012-06-29,2012-06-29 22:01:53.020,-33.2253685,-178.0762482,33.0,5.296700421,3,11,1
2012-06-29,2012-06-29 22:37:04.690,-33.13471603,-178.3182526,33.0,5.410271559,3,11,1
2012-06-30,2012-06-30 00:14:51.720,-33.22257233,-178.1588593,0.0,5.155590676,3,11,1
2012-06-30,2012-06-30 15:26:28.970,-33.05114365,-178.4725952,0.0,4.886025181,3,11,1
2012-07-03,2012-07-03 10:36:14.200,-40.04852329,173.7648734,241.015625,6.184029851,28,-1,0
2012-07-04,2012-07-04 04:24:52.000,-32.634,-179.076,56.0,5.329879037,3,-1,0
2012-07-06,2012-07-06 03:29:29.860,-43.60151356,172.3383003,9.62890625,4.907542424,24,-1,0
2012-07-07,2012-07-07 00:50:26.760,-39.07131608,175.8142179,90.48828125,5.091378295,20,-1,0
2012-07-21,2012-07-21 04:54:05.760,-37.80742264,-179.8257294,33.0,5.794982525,8,-1,0
2012-07-26,2012-07-26 06:57:47.950,-40.54078089,176.1585253,27.08984375,5.010877371,19,-1,0
2012-08-01,2012-08-01 09:24:37.700,-35.55411911,-179.121994,33.0,5.174791769,2,-1,0
2012-08-02,2012-08-02 05:17:10.470,-37.63225174,-179.7888031,33.0,5.089668812,8,-1,0
2012-08-02,2012-08-02 10:26:10.670,-35.79535294,-179.0054932,113.5305328,5.245279177,2,-1,0
2012-08-03,2012-08-03 13:42:11.900,-35.84415054,-179.0015259,33.0,4.939751803,2,-1,0
2012-08-04,2012-08-04 12:54:25.350,-35.86348343,-179.1878662,133.4983215,5.074967591,2,-1,0
2012-08-20,2012-08-20 01:58:46.270,-34.65346146,179.3420715,179.6094818,4.874539782,2,-1,0
2012-08-20,2012-08-20 17:00:47.790,-33.44591141,-179.9584045,12.0,5.095427796,3,-1,0
2012-08-24,2012-08-24 10:01:52.780,-33.43503189,-178.7172089,33.0,6.126763792,3,-1,0
2012-08-24,2012-08-24 12:32:34.040,-33.58401489,-178.3819275,33.0,4.87037889,3,-1,0
2012-08-30,2012-08-30 19:38:35.770,-44.10243225,168.7524109,5.0,5.438059973,32,-1,0
2012-09-18,2012-09-18 01:41:51.630,-32.85301971,-179.1662445,285.4298096,4.87078379,11,-1,0
2012-09-26,2012-09-26 05:24:37.630,-32.41976166,-177.0737762,33.0,4.955434775,0,-1,0
2012-10-15,2012-10-15 00:05:38.660,-38.27385534,176.0198121,170.3515625,4.87735875,21,-1,0
2012-10-16,2012-10-16 23:42:55.980,-38.62546379,176.1508772,108.0078125,5.470350849,21,-1,0
2012-12-07,2012-12-07 18:19:07.410,-38.33440246,176.0641209,167.5390625,5.597340944,21,-1,0
2012-12-31,2012-12-31 14:11:11.790,-39.28651339,173.6876587,10.0390625,4.942826552,18,-1,0
2013-01-08,2013-01-08 21:26:56.560,-34.23894119,179.1243439,12.0,5.391279617,1,-1,0
2013-01-14,2013-01-14 05:37:35.730,-34.79863739,-178.6664886,33.0,4.932677831,2,-1,0
2013-01-15,2013-01-15 19:04:32.430,-35.05317307,179.2920685,197.0728302,5.04086201,9,-1,0
2013-01-20,2013-01-20 00:45:57.180,-39.77315972,174.3019128,134.2578125,5.191318713,28,-1,0
2013-02-16,2013-02-16 05:16:17.010,-36.30949783,178.2134857,193.6281433,5.925347287,9,-1,0
2013-02-16,2013-02-16 07:19:06.620,-35.35385132,-179.5660248,111.3194122,5.038798845,2,-1,0
2013-02-20,2013-02-20 02:44:18.200,-32.65018845,-179.8052673,273.5282288,4.974595757,11,-1,0
2013-02-21,2013-02-21 23:18:04.580,-33.43989944,-178.8287506,33.0,4.857195218,3,-1,0
2013-02-22,2013-02-22 18:21:53.230,-39.24777227,177.3736234,24.8046875,5.046129085,13,-1,0
2013-02-24,2013-02-24 23:31:15.680,-32.29708862,-177.5391846,33.0,4.957898733,0,-1,0
2013-03-14,2013-03-14 17:36:28.660,-44.42742157,168.2557068,5.0,4.860149367,32,-1,0
2013-03-19,2013-03-19 03:31:30.050,-32.75595093,-179.5516663,12.0,5.220738462,3,-1,0
2013-03-26,2013-03-26 17:36:21.440,-33.41055298,-178.2486115,33.0,5.540644698,3,-1,0
2013-04-15,2013-04-15 16:21:47.820,-32.64490128,-178.1309662,33.0,5.615860092,0,-1,0
2013-04-18,2013-04-18 07:47:12.260,-32.48779678,-179.552475,264.3638306,5.035321493,11,-1,0
2013-05-28,2013-05-28 06:59:41.770,-35.8127688,178.4272639,212.1875,5.146329663,10,-1,0
2013-05-28,2013-05-28 16:03:49.830,-32.72854996,-179.5753937,33.0,4.85863765,3,-1,0
2013-06-15,2013-06-15 11:20:36.360,-34.01896286,-179.9519348,148.5059814,5.369665886,3,-1,0
2013-06-21,2013-06-21 09:22:39.650,-33.26710129,-179.2640228,33.0,5.032580733,3,-1,0
2013-06-22,2013-06-22 00:32:14.670,-32.53915024,-178.5527039,33.0,4.882229049,0,-1,0
2013-07-03,2013-07-03 19:41:07.400,-44.61676818,168.0115052,5.1171875,5.075652101,32,-1,0
2013-07-03,2013-07-03 20:13:31.250,-32.61686707,-179.0210876,5.0,5.637406972,0,-1,0
2013-07-07,2013-07-07 21:58:46.740,-39.81217575,176.6668243,30.38817406,4.942361323,19,-1,0
2013-07-10,2013-07-10 04:31:14.600,-32.30287552,-179.2705994,231.632431,4.95196697,11,-1,0
2013-07-18,2013-07-18 21:06:39.060,-41.54557104,174.4045934,20.64453125,5.697137644,25,-1,0
2013-07-20,2013-07-20 19:17:10.840,-41.5537,174.3903082,20.703125,5.76767992,25,64,1
2013-07-20,2013-07-20 22:55:16.890,-41.56228495,174.3844305,19.6484375,4.955740953,25,64,1
2013-07-21,2013-07-21 05:09:30.520,-41.59821757,174.3228852,15.60546875,6.493254878,25,64,1
2013-07-21,2013-07-21 05:13:50.210,-41.53505809,174.3591319,13.73046875,5.179988411,25,64,1
2013-07-21,2013-07-21 15:15:11.700,-41.43998126,174.3099568,14.4921875,4.903578569,25,64,1
2013-07-21,2013-07-21 22:47:24.320,-41.61145532,174.2553772,15.078125,4.964483841,25,64,1
2013-07-28,2013-07-28 13:07:14.810,-41.62145782,174.2693231,8.8671875,5.187060661,25,-1,0
2013-08-01,2013-08-01 12:56:13.230,-41.74968313,174.318333,11.6796875,4.958888786,25,-1,0
2013-08-16,2013-08-16 02:31:05.920,-41.70170969,174.1616585,7.4609375,6.468769,25,65,1
2013-08-16,2013-08-16 02:33:18.580,-41.72593805,174.0776698,8.3984375,4.984167835,25,65,1
2013-08-16,2013-08-16 02:37:30.980,-41.73895582,174.1019777,5.05859375,5.375048983,25,65,1
2013-08-16,2013-08-16 02:45:27.350,-41.72572646,174.1201985,5.64453125,5.331907623,25,65,1
2013-08-16,2013-08-16 02:56:26.850,-41.63109022,174.2848712,10.0390625,5.007924122,25,65,1
2013-08-16,2013-08-16 03:09:07.720,-41.74297247,174.0611824,7.4609375,5.62720585,25,65,1
2013-08-16,2013-08-16 03:21:31.820,-41.73152588,174.0690977,14.2578125,4.999664861,25,65,1
2013-08-16,2013-08-16 03:51:36.110,-41.6730932,174.1813846,14.2578125,5.530571485,25,65,1
2013-08-16,2013-08-16 05:31:17.000,-41.6310176,174.2540207,14.9609375,5.955616354,25,65,1
2013-08-16,2013-08-16 05:58:28.210,-41.66227087,174.2956999,9.3359375,5.002573113,25,65,1
2013-08-16,2013-08-16 06:42:40.950,-41.67556798,174.279839,15.078125,5.154459251,25,65,1
2013-08-16,2013-08-16 06:55:58.920,-41.67755395,174.2764568,17.0703125,5.470215864,25,65,1
2013-08-16,2013-08-16 08:38:55.350,-41.68244489,174.1305693,17.0703125,5.191242112,25,65,1
2013-08-16,2013-08-16 14:47:02.930,-41.62725374,174.2962388,15.4296875,4.878845959,25,65,1
2013-08-17,2013-08-17 04:13:20.690,-41.77548829,174.0036731,8.6328125,5.009249672,25,65,1
2013-08-17,2013-08-17 08:58:40.310,-41.73263618,174.0642932,15.078125,5.495730843,25,65,1
2013-08-17,2013-08-17 16:07:52.760,-41.70907541,174.1142068,16.953125,4.987026472,25,65,1
2013-08-18,2013-08-18 04:46:04.720,-47.2366066,166.0003967,5.0,5.137090453,31,-1,0
2013-09-04,2013-09-04 12:04:10.550,-41.4927297,174.4299966,13.0859375,5.022509678,25,-1,0
2013-09-07,2013-09-07 02:42:05.760,-34.45586777,-179.643692,33.0,4.970273537,2,-1,0
2013-09-10,2013-09-10 19:43:12.290,-33.76052475,-178.6963654,33.0,5.18722699,3,-1,0
2013-09-21,2013-09-21 16:48:57.810,-33.38129044,-177.9211731,33.0,5.834722147,3,-1,0
2013-10-16,2013-10-16 19:26:23.310,-47.40605545,165.9180756,12.0,5.198581261,31,-1,0
2013-10-16,2013-10-16 21:01:34.190,-32.42528152,179.7621002,12.0,4.873101469,0,-1,0
2013-10-23,2013-10-23 21:18:23.840,-45.54015197,167.3203862,73.90625,4.938478015,33,-1,0
2013-11-01,2013-11-01 18:57:45.590,-33.77380753,-178.3004761,33.0,4.894340598,3,-1,0
2013-11-05,2013-11-05 05:31:24.060,-32.7858696,-177.8725891,33.0,5.014305887,0,-1,0
2013-11-07,2013-11-07 09:22:28.930,-32.5535965,-178.6847076,295.4418945,4.935632591,11,-1,0
2013-11-13,2013-11-13 07:54:50.820,-46.35823059,166.2212067,12.0,4.870049617,33,-1,0
2013-11-23,2013-11-23 03:30:05.890,-32.49388885,-177.2596741,33.0,4.931370021,0,-1,0
2013-11-23,2013-11-23 09:36:46.530,-35.18225861,-178.5042114,33.0,5.143589562,2,-1,0
2013-12-16,2013-12-16 12:07:24.960,-46.16135025,166.0628357,5.0,6.136377229,33,-1,0
2013-12-16,2013-12-16 20:27:22.760,-32.60458374,-177.4368591,33.0,4.8981832,0,-1,0
2013-12-17,2013-12-17 23:22:42.000,-32.467,-178.26,10.0,4.921456768,0,-1,0
2014-01-20,2014-01-20 02:52:45.980,-40.620579,175.86497,34.179688,6.2297616,18,-1,0
2014-01-28,2014-01-28 07:54:17.490,-47.927904,165.12938,33.1975,5.3597757,31,-1,0
2014-02-02,2014-02-02 09:26:37.460,-32.923985,-177.73259,33.0,6.4485331,3,-1,0
2014-02-03,2014-02-03 14:26:17.520,-33.05032,-177.89363,33.0,5.2434019,3,-1,0
2014-02-13,2014-02-13 01:41:04.050,-32.915527,-178.26877,112.19979,5.0453047,3,-1,0
2014-02-16,2014-02-16 13:50:18.680,-43.993448,168.20165,5.0025,5.1589149,32,-1,0
2014-02-18,2014-02-18 08:14:37.810,-35.023457,-178.34325,107.02803,5.1176246,3,-1,0
2014-02-20,2014-02-20 05:18:18.940,-32.457756,-177.63451,33.0,5.1049421,0,-1,0
2014-03-10,2014-03-10 17:46:01.900,-32.482758,-179.67776,33.0,4.970695,3,-1,0
2014-03-17,2014-03-17 03:20:36.490,-33.316853,-178.74664,33.0,4.904899,3,-1,0
2014-03-21,2014-03-21 07:14:00.960,-32.693516,-177.57584,33.0,4.9730838,0,-1,0
2014-03-21,2014-03-21 11:16:38.160,-40.384272,174.6537,96.757812,4.8816525,18,-1,0
2014-03-22,2014-03-22 21:30:30.910,-33.22776,-178.14326,33.0,5.0724852,3,-1,0
2014-03-31,2014-03-31 01:01:19.470,-39.970257,176.55189,17.304688,5.2433927,19,-1,0
2014-04-28,2014-04-28 20:36:48.190,-33.141418,-177.59485,33.0,4.8803551,3,-1,0
2014-04-30,2014-04-30 05:21:17.200,-33.061234,-178.22679,33.0,5.3176209,3,-1,0
2014-05-18,2014-05-18 06:33:52.820,-32.375954,-178.40463,33.0,5.2905317,0,-1,0
