date,time,latitude,longitude,depth,magnitude
1995-10-01,22:39:57.76,-43.01702,171.35866,5.0,4.92
1995-10-12,12:20:44.95,-37.91183,179.35335,12.0,4.975
1995-10-12,13:37:31.47,-37.89645,179.369,12.0,4.873
1995-10-17,06:18:55.60,-47.48306,165.3519,33.0,4.852
1995-10-28,16:23:31.70,-39.60034,174.27937,186.5015,4.944
1995-10-29,14:04:50.24,-36.22686,177.9463,188.7767,4.956
1995-11-01,23:30:46.30,-38.13822,176.14308,170.8276,5.188
1995-11-15,19:11:10.62,-37.18728,177.30753,133.1023,5.036
1995-11-24,06:18:57.88,-42.95296,171.81883,7.263,6.2
1995-11-24,09:21:10.06,-37.40749,179.50644,12.0,5.211
1995-11-24,21:53:16.67,-37.46688,179.2357,12.0,4.936
1995-11-25,08:16:17.18,-42.93099,171.83604,5.589,5.187
1995-11-27,19:35:25.43,-37.50446,176.46942,221.6288,5.393
1995-12-10,13:02:08.02,-37.80573,179.34598,12.0,4.892
1995-12-16,07:38:13.99,-35.75602,178.36577,198.5054,5.476
1995-12-18,20:50:32.60,-37.49348,177.51335,105.4455,5.486
1996-01-13,07:52:40.29,-45.17694,167.47626,112.7203,4.874
1996-02-28,14:23:10.88,-45.06158,167.40926,114.3676,6.193
1996-03-22,09:38:56.06,-44.79362,167.16713,5.0,5.079
1996-04-07,15:52:31.33,-40.66349,176.39854,26.7135,4.897
1996-04-22,15:56:31.97,-37.23995,176.83452,226.683,5.042
1996-04-25,16:20:38.78,-37.8562,179.80075,12.0,5.175
1996-05-01,09:52:39.52,-37.19051,176.78635,324.3313,4.852
1996-05-05,00:13:25.01,-36.57117,177.59642,233.8276,5.384
1996-05-26,10:13:02.01,-39.02654,174.96152,218.4406,5.746
1996-05-31,23:31:13.89,-40.67496,175.42369,41.5005,5.123
1996-06-16,00:56:40.71,-36.29202,179.99219,33.0,5.04
1996-06-20,17:30:11.03,-45.19112,167.37108,75.0689,5.073
1996-06-27,03:34:39.63,-38.42875,177.5029,78.5819,5.0
1996-07-09,21:36:22.37,-41.80051,172.7122,81.5448,4.986
1996-08-05,10:06:42.15,-37.92015,176.42899,187.2622,5.054
1996-08-13,09:41:41.80,-34.76864,179.60408,211.9868,5.86
1996-08-29,04:47:02.35,-42.48913,172.79211,9.4277,5.3
1996-08-31,11:18:34.76,-44.57965,168.46886,5.0,4.926
1996-09-04,07:54:09.96,-36.37545,178.46837,86.5402,4.945
1996-09-04,23:51:26.57,-42.28689,174.88525,33.0,5.247
1996-09-13,03:16:47.99,-38.43912,175.86823,154.4048,5.097
1996-09-19,12:16:34.18,-42.4819,172.82445,9.4888,5.798
1996-09-25,10:35:17.71,-39.05311,174.90811,213.7768,5.4
1996-09-27,13:54:19.16,-39.83187,174.69536,16.2449,4.93
1996-10-04,22:39:03.80,-37.0675,177.23474,206.6403,5.34
1996-10-05,21:21:36.31,-40.37157,176.49005,52.4187,5.045
1996-10-15,20:35:39.53,-44.30005,168.91367,5.0,4.915
1996-10-25,10:28:29.83,-38.67347,175.8997,154.3459,5.353
1996-11-12,07:33:52.04,-38.873,175.11391,210.579,5.006
1996-12-15,23:13:16.43,-40.31498,178.80263,12.0,5.474
1996-12-22,19:21:45.95,-40.01906,175.71115,64.7547,5.264
1997-01-14,21:31:01.82,-37.12463,177.07639,252.8923,5.148
1997-01-19,14:56:11.45,-37.79556,179.19794,21.9543,5.382
1997-01-24,08:55:00.87,-36.81417,177.13783,280.3748,4.962
1997-02-28,20:29:26.50,-35.99543,177.90816,12.0,4.984
1997-03-01,04:24:54.96,-36.30023,177.95999,12.0,4.86
1997-03-01,07:59:08.25,-36.21722,177.73485,12.0,4.968
1997-03-01,20:41:53.73,-36.38328,177.99907,12.0,4.91
1997-03-01,21:58:14.96,-36.33798,177.825,12.0,4.917
1997-03-02,14:33:53.88,-36.37334,178.43622,12.0,5.305
1997-03-02,15:19:57.08,-36.2944,178.01482,12.0,4.897
1997-03-02,16:23:07.12,-36.46043,177.68983,12.0,5.269
1997-03-02,19:01:53.71,-36.4115,178.04282,12.0,5.25
1997-03-02,19:23:38.32,-36.31847,177.99803,12.0,4.913
1997-03-03,00:44:14.02,-36.41175,177.78687,12.0,5.115
1997-03-03,02:35:29.31,-36.43323,177.85881,12.0,4.894
1997-03-03,14:13:22.05,-35.86169,178.42953,12.0,5.408
1997-03-03,23:15:40.01,-36.40017,177.60837,12.0,4.907
1997-03-04,07:41:01.37,-36.45358,177.73747,12.0,5.059
1997-03-06,06:01:22.00,-36.25264,177.94272,12.0,4.973
1997-03-07,08:27:37.30,-37.751,179.30598,12.0,5.081
1997-03-10,14:07:02.84,-36.37212,177.7587,12.0,5.254
1997-03-12,15:30:29.00,-36.09779,179.50377,12.0,5.646
1997-03-25,02:18:04.67,-37.02947,177.61699,111.4501,5.3
1997-04-11,19:46:38.98,-38.4229,175.63716,287.0888,5.159
1997-04-18,06:43:20.04,-37.66883,177.32944,109.5365,4.916
1997-04-22,14:30:50.32,-36.7377,177.59364,171.3551,5.483
1997-05-02,16:44:55.05,-39.25153,176.35663,72.6838,4.901
1997-05-03,16:46:01.84,-32.54943,-177.98146,135.4866,7.113
1997-05-09,05:55:55.00,-36.50135,177.57292,207.047,5.008
1997-05-15,20:10:16.39,-38.77543,176.27881,87.7566,4.853
1997-05-23,00:24:49.60,-37.08764,177.15182,246.1449,5.106
1997-05-23,04:49:00.69,-38.50383,175.76816,166.2282,4.854
1997-05-25,23:22:30.58,-32.30516,-178.79001,339.3824,7.1
1997-05-26,10:50:14.96,-47.26572,165.95712,12.0,5.2
1997-05-27,03:14:01.67,-37.54923,176.53322,212.0153,6.066
1997-06-07,09:08:00.55,-36.97249,176.94917,273.0836,4.987
1997-06-10,03:19:02.62,-37.89553,176.14375,293.8825,4.902
1997-06-14,13:05:48.94,-37.83609,176.34097,207.4454,4.978
1997-06-19,08:55:07.50,-41.11422,174.50063,39.59,5.123
1997-06-20,15:36:34.04,-41.14679,174.48596,36.9509,5.363
1997-07-17,17:56:08.70,-37.0784,177.85405,62.4233,4.99
1997-07-20,17:05:53.04,-39.22686,174.98683,157.9207,4.952
1997-08-02,03:57:58.76,-34.67928,177.20833,12.0,5.033
1997-08-08,11:06:24.21,-37.51981,176.60486,209.2757,4.889
1997-08-24,19:05:34.38,-36.72062,177.32945,249.4624,4.869
1997-09-12,20:14:57.32,-37.73632,176.10913,287.2323,5.055
1997-09-14,17:00:32.70,-38.28245,175.90659,204.6793,5.223
1997-09-16,10:08:17.46,-43.6726,170.29279,5.0,5.028
1997-09-16,15:24:05.39,-43.63771,170.25931,5.0,5.029
1997-09-19,21:37:22.96,-43.18217,171.56827,12.0,4.879
1997-09-20,11:15:59.09,-37.30185,177.6068,92.9751,5.118
1997-10-13,07:18:01.08,-37.24785,177.57578,102.7641,5.025
1997-10-28,04:54:17.86,-34.53255,177.22328,33.0,5.312
1997-10-29,14:59:54.61,-38.26153,175.8857,226.099,4.908
1997-10-31,07:15:20.67,-38.72599,175.68155,128.4622,5.084
1997-10-31,22:53:15.89,-38.0013,176.78983,138.7336,5.541
1997-11-04,13:55:43.11,-42.9882,171.3692,5.0,5.066
1997-11-07,22:30:01.64,-40.42646,176.84457,16.2607,5.392
1997-11-09,08:28:55.08,-37.5827,177.17642,139.1745,5.012
1997-11-24,02:23:56.70,-40.48918,174.6516,70.219,5.184
1997-11-29,21:03:32.65,-41.09648,173.52235,90.5907,5.2
1997-12-19,17:21:15.39,-38.55518,175.80241,162.2609,5.164
1997-12-24,01:14:33.20,-36.94192,176.91081,241.7533,5.016
1998-01-06,02:39:47.66,-47.67086,165.40224,12.0,5.163
1998-01-06,05:01:25.40,-47.6498,165.46286,12.0,5.246
1998-01-07,12:07:19.43,-47.59378,165.57813,12.0,5.476
1998-01-16,14:53:47.11,-37.39145,177.59389,93.7915,4.895
1998-01-26,23:05:57.50,-47.63322,165.27844,12.0,5.9
1998-01-26,23:12:05.61,-47.66518,165.40736,12.0,5.023
1998-01-26,23:25:06.56,-47.58955,165.21512,12.0,5.116
1998-01-26,23:57:27.94,-47.70992,165.20543,12.0,5.171
1998-01-27,23:46:06.58,-47.69212,165.26949,12.0,5.12
1998-01-28,13:40:59.27,-47.64712,165.48723,12.0,4.951
1998-02-08,18:26:06.26,-45.06887,170.39,5.0,5.105
1998-02-16,07:16:49.51,-39.50797,175.58034,5.0,4.877
1998-02-24,17:17:50.93,-41.93612,174.23242,12.0,5.206
1998-03-08,11:17:28.25,-37.14312,177.52327,134.1763,4.992
1998-04-20,23:34:18.10,-39.02385,174.92445,231.7755,6.721
1998-04-22,02:12:59.19,-39.33323,177.77635,47.6674,5.079
1998-05-01,10:33:06.02,-35.18543,179.04649,189.3111,5.951
1998-05-14,09:27:21.80,-38.50069,177.14603,46.1014,5.119
1998-05-16,19:16:15.65,-38.79431,175.38171,167.6161,4.935
1998-06-14,12:00:54.53,-34.75098,179.00162,201.9106,4.96
1998-06-22,15:19:51.71,-39.3523,173.57715,11.3315,5.173
1998-07-04,07:47:47.34,-39.1431,174.47722,601.528,5.295
1998-07-11,17:07:57.11,-36.26785,178.15294,201.2449,5.07
1998-07-13,00:31:36.42,-45.00827,167.61098,90.9921,4.915
1998-07-31,10:19:50.11,-37.22104,176.80124,215.6941,4.859
1998-08-15,10:40:59.50,-36.16734,177.91948,222.2211,4.983
1998-09-02,06:54:40.72,-37.15086,177.3867,137.9815,5.693
1998-09-28,19:46:07.96,-35.94128,176.75844,12.0,4.858
1998-10-20,20:03:00.51,-43.8315,169.54686,12.0,5.4
1998-10-20,20:11:00.61,-35.1862,178.90062,311.7686,5.098
1998-10-21,12:00:39.54,-38.1359,176.0034,202.7905,5.503
1998-12-29,13:45:23.89,-38.22017,176.2798,162.0662,5.741
1999-01-03,07:00:21.40,-41.09247,174.51674,57.9031,5.2
1999-01-09,13:18:48.85,-43.2858,173.74989,12.0,4.935
1999-01-31,00:13:14.09,-46.39079,166.17949,12.0,5.064
1999-02-01,18:26:05.57,-38.2564,176.09541,180.6346,5.07
1999-02-03,03:19:45.95,-35.34273,179.5127,286.5523,4.911
1999-03-23,10:44:18.77,-37.71371,177.11723,147.3002,5.4
1999-03-28,22:36:28.60,-36.00777,179.20549,151.6412,5.539
1999-04-01,01:39:34.36,-40.82314,172.90105,217.0697,5.13
1999-04-17,15:06:29.14,-36.16883,178.22563,183.9734,4.912
1999-04-20,06:15:22.25,-36.06453,178.10333,210.7752,5.4
1999-04-20,19:04:04.55,-32.45824,-177.51326,207.634,7.005
1999-04-24,23:06:52.83,-44.11776,168.73805,12.0,5.145
1999-04-25,20:18:25.66,-45.13572,167.54306,114.9695,5.255
1999-05-18,09:19:35.69,-38.58762,175.47844,264.4511,5.7
1999-05-19,07:50:28.28,-40.41803,173.5249,155.1006,5.186
1999-05-21,08:07:07.66,-44.58691,169.9137,5.0,4.903
1999-05-24,15:46:28.55,-47.29759,165.23715,12.0,5.165
1999-06-24,16:52:42.99,-38.84711,176.01006,98.3703,5.192
1999-06-25,02:40:53.74,-40.35337,173.35867,213.6146,4.909
1999-07-09,00:43:46.39,-34.81977,177.32805,33.0,5.071
1999-07-15,14:52:54.67,-35.5519,178.64474,185.9848,5.4
1999-08-04,02:27:21.46,-37.06104,176.80281,444.844,4.859
1999-08-05,04:02:28.61,-40.48169,173.8784,107.7532,5.305
1999-08-05,05:02:11.49,-44.72741,167.56601,5.0,5.241
1999-08-18,01:16:47.28,-37.03186,177.63707,156.3727,5.7
1999-08-18,11:11:21.64,-39.54219,174.37724,225.6403,5.203
1999-08-22,01:09:35.58,-37.66584,176.56416,326.8877,5.175
1999-08-26,17:43:46.27,-36.54215,177.02742,12.0,5.455
1999-08-29,21:43:23.65,-37.16479,176.68024,308.6429,4.941
1999-09-17,09:37:54.56,-38.32037,175.98811,170.4836,5.056
1999-09-27,01:39:56.96,-37.20582,178.44225,33.0,5.029
1999-09-30,07:13:33.93,-36.44807,178.96658,12.0,5.027
1999-10-04,20:57:52.40,-37.28427,176.72021,245.2091,5.156
1999-10-24,10:39:18.90,-39.73972,177.05533,47.3617,4.931
1999-10-25,20:31:42.50,-38.57127,175.91405,160.811,6.0
1999-11-13,17:00:09.43,-36.69126,177.02419,300.1275,4.968
1999-12-07,05:41:26.85,-37.9749,177.31561,88.0707,5.211
1999-12-10,14:48:13.84,-46.62724,166.20328,33.0,5.153
1999-12-19,14:19:34.44,-41.43199,172.91122,98.7565,5.088
1999-12-21,11:26:49.08,-45.58878,166.85394,5.0,5.162
2000-01-23,09:02:16.46,-38.53166,175.88506,180.8692,4.994
2000-02-02,11:40:08.08,-36.02472,179.72282,12.0,4.897
2000-03-15,22:59:30.24,-38.14516,176.59293,137.5465,4.895
2000-03-22,00:59:14.35,-37.29383,179.51181,12.0,5.026
2000-03-29,14:30:58.94,-41.06073,175.43401,30.7174,5.2
2000-03-30,15:27:32.08,-37.03267,177.36038,131.7864,5.102
2000-03-31,17:56:06.09,-41.26632,174.27835,47.0461,5.418
2000-04-04,14:18:08.85,-35.48638,179.30948,188.5636,4.873
2000-04-08,23:22:18.72,-45.40248,166.62984,22.9395,4.857
2000-04-25,04:26:29.89,-45.47778,166.98297,64.9563,5.353
2000-04-27,09:14:45.81,-40.1917,173.9805,136.0871,5.879
2000-05-04,01:02:14.58,-35.39031,178.40828,12.0,5.179
2000-05-16,07:03:26.73,-40.02231,174.78896,114.5656,5.533
2000-05-17,09:10:12.24,-37.9759,176.65503,143.5585,5.457
2000-06-01,21:50:40.01,-35.85556,178.42786,229.1116,4.927
2000-06-05,15:23:17.48,-35.69967,179.29086,156.475,5.213
2000-06-07,08:51:27.44,-37.98072,177.73958,71.8131,5.344
2000-06-20,11:20:18.03,-45.33349,166.67865,12.0,4.895
2000-06-23,00:48:49.70,-35.97532,179.13896,120.561,4.945
2000-08-08,10:31:19.55,-39.15628,176.28032,49.9789,5.3
2000-08-12,06:22:55.56,-38.65069,176.11488,125.8828,5.037
2000-08-29,03:50:42.48,-45.07028,167.5952,117.176,5.29
2000-09-22,18:33:00.97,-47.66743,165.0179,33.0,4.999
2000-09-24,15:26:21.04,-39.4021,175.64502,100.7464,5.591
2000-10-27,16:34:18.75,-38.32634,175.98453,170.131,5.304
2000-10-27,16:52:29.16,-37.0679,177.34062,156.9631,4.977
2000-10-30,16:32:18.97,-40.78473,175.00157,55.4313,5.258
2000-11-01,10:35:55.77,-45.1172,166.9462,9.0,6.1
2000-11-01,10:37:34.26,-45.24544,167.11603,9.0,4.99
2000-11-01,12:09:59.52,-45.19702,167.10077,9.0,4.853
2000-11-11,06:45:56.12,-37.41447,178.97601,12.0,4.966
2000-11-12,11:49:15.27,-45.153,167.05934,26.029,5.3
2000-11-12,19:09:46.20,-45.34772,166.65215,20.8695,4.861
2000-12-19,05:03:37.52,-41.35156,174.3522,42.458,5.099
2000-12-31,21:56:50.82,-38.06736,178.79715,30.3858,5.3
2001-02-01,12:30:39.41,-37.23995,177.73796,112.6716,5.507
2001-02-08,12:09:43.37,-36.82035,176.94945,312.0039,5.161
2001-02-10,00:53:51.09,-37.10094,176.99446,206.8117,4.904
2001-02-12,04:34:18.45,-46.93547,165.31998,33.0,4.969
2001-03-22,07:17:18.98,-35.95941,179.78357,101.7828,4.87
2001-03-25,11:44:00.40,-37.95504,175.9482,271.1516,5.297
2001-04-01,09:28:41.72,-35.49099,179.26254,203.1784,5.134
2001-04-04,21:25:29.79,-41.70879,174.22595,29.8585,4.894
2001-04-12,08:13:24.88,-47.51858,165.03061,33.0,5.481
2001-04-18,19:34:47.97,-47.5144,165.1266,33.0,5.35
2001-04-24,01:11:26.78,-36.64894,177.62996,178.7227,4.943
2001-05-15,05:15:12.35,-37.11904,176.78539,398.2524,5.744
2001-05-18,10:56:55.78,-43.41253,171.00159,5.0,5.485
2001-05-21,21:53:31.45,-37.82955,177.35745,107.6794,5.215
2001-05-22,01:58:11.16,-41.71672,173.79868,13.1516,5.016
2001-05-24,18:07:57.88,-38.74718,175.19708,237.8782,5.4
2001-05-29,02:39:27.39,-37.71436,176.31909,302.8528,5.249
2001-08-12,07:42:43.49,-37.99919,175.94891,270.0551,5.118
2001-08-21,06:51:57.70,-36.48562,-178.47597,33.0,7.107
2001-08-21,09:20:20.57,-34.84881,-178.72034,33.0,4.987
2001-08-21,12:16:48.74,-36.6264,-179.18327,33.0,4.924
2001-08-21,12:22:20.65,-36.79758,-179.35541,33.0,5.105
2001-08-21,13:44:41.01,-36.6509,-179.26903,33.0,5.275
2001-08-21,15:07:13.85,-36.69423,-179.73778,33.0,4.907
2001-08-21,17:20:37.18,-36.59297,-178.98544,33.0,4.994
2001-08-21,18:34:36.65,-36.77297,-179.59601,33.0,4.877
2001-08-22,03:16:10.43,-36.75417,-179.28612,33.0,5.066
2001-08-22,04:39:27.85,-36.90005,-179.45409,33.0,5.25
2001-08-22,05:28:02.48,-36.84943,-179.39015,33.0,5.039
2001-08-22,13:41:56.81,-36.96033,-179.42239,33.0,5.024
2001-08-22,15:01:02.43,-36.92615,-179.36818,33.0,4.852
2001-08-24,05:50:38.44,-37.11227,-179.38588,33.0,4.898
2001-08-24,11:04:35.39,-37.2041,-179.08209,33.0,5.045
2001-08-24,20:47:12.49,-36.16254,-178.24327,33.0,4.886
2001-08-24,21:16:32.00,-36.7284,-179.18008,33.0,5.238
2001-08-24,21:18:47.99,-36.31432,-178.86177,33.0,5.064
2001-08-24,21:33:44.06,-37.51431,-177.78696,33.0,5.333
2001-08-24,21:40:40.22,-36.80362,-179.07277,33.0,4.991
2001-08-25,01:12:04.91,-36.76059,-179.29146,33.0,4.873
2001-08-27,12:50:35.75,-36.54986,-179.40862,33.0,5.399
2001-08-27,14:56:34.95,-36.75766,-179.49103,33.0,5.105
2001-08-28,00:57:19.51,-37.04997,-179.8904,33.0,4.939
2001-08-28,04:27:16.86,-36.98818,177.06667,267.7488,5.151
2001-08-29,13:54:56.74,-36.49652,-179.09401,33.0,5.144
2001-08-30,22:36:54.60,-37.12354,-179.56441,33.0,5.313
2001-09-05,17:33:47.37,-35.96691,179.44075,33.0,4.913
2001-09-10,14:29:39.84,-36.64812,-178.94238,33.0,4.855
2001-09-10,14:30:25.39,-37.07808,-178.58386,33.0,4.94
2001-09-13,14:52:21.34,-37.16196,178.97012,75.6281,4.924
2001-09-13,22:34:18.19,-36.70866,-179.28889,33.0,4.948
2001-09-22,13:28:58.36,-36.7054,-178.55646,33.0,5.095
2001-09-24,04:49:56.95,-40.42365,176.74074,37.2141,5.3
2001-10-05,02:34:33.33,-40.88678,172.87581,227.1643,4.984
2001-10-15,03:49:38.47,-39.6938,176.72606,40.5315,5.5
2001-10-21,00:29:20.42,-36.88983,179.86261,12.0,6.6
2001-10-21,00:38:09.04,-37.14399,-179.90582,33.0,5.058
2001-10-21,02:52:12.10,-36.87204,-179.91769,33.0,4.94
2001-10-22,01:28:52.77,-37.04374,-179.69887,33.0,5.103
2001-10-23,15:37:44.77,-45.22327,166.80666,12.0,4.903
2001-10-23,19:38:38.27,-38.54957,175.84917,165.3446,5.421
2001-10-25,06:53:54.38,-37.08501,-179.99396,33.0,4.868
2001-10-26,21:32:42.75,-35.34558,178.85378,221.5969,4.932
2001-10-30,15:35:24.73,-37.1688,179.92328,33.0,5.063
2001-11-01,22:43:54.06,-36.90332,179.98068,33.0,5.104
2001-11-02,05:06:33.23,-41.18869,174.56706,34.3689,4.934
2001-11-03,03:40:23.71,-36.91628,-179.83882,33.0,5.029
2001-11-09,04:56:38.97,-41.50883,173.31752,92.2095,5.384
2001-12-07,17:33:54.26,-38.79803,177.5827,50.4746,4.931
2001-12-07,19:27:35.03,-44.11338,168.60509,5.0,5.8
2001-12-22,08:26:31.58,-38.40611,177.91089,64.5343,4.922
2001-12-30,06:26:58.43,-40.23069,173.55899,147.2456,4.979
2002-02-10,14:47:13.04,-38.18514,176.00143,198.4457,5.42
2002-02-12,03:39:15.92,-35.37339,176.66496,33.0,4.882
2002-02-24,06:37:35.63,-44.07832,168.58098,5.0,5.4
2002-03-14,20:13:34.14,-35.58091,178.93549,202.2508,4.878
2002-03-17,21:43:28.66,-36.74713,-179.41692,33.0,5.648
2002-03-17,21:45:52.28,-36.67289,-179.50563,33.0,4.941
2002-03-17,22:13:15.62,-36.81712,-179.30809,33.0,5.076
2002-03-17,22:49:15.65,-36.84225,-179.4283,33.0,5.033
2002-03-26,05:22:50.70,-40.36633,176.42261,44.2929,4.973
2002-04-01,20:14:36.24,-45.07451,167.58595,128.9679,5.627
2002-04-11,01:04:38.97,-38.14315,179.19548,58.3933,5.039
2002-04-11,07:17:08.71,-37.85514,176.06926,274.1074,4.956
2002-04-20,11:37:06.75,-36.41038,177.62141,248.3475,4.921
2002-04-30,22:04:44.83,-45.06399,167.2081,12.0,4.901
2002-05-04,12:59:53.18,-41.39032,172.34467,5.0,5.453
2002-05-09,11:49:41.98,-44.06361,168.75531,5.0,4.99
2002-05-09,19:25:23.25,-37.87547,176.34499,181.0383,5.687
2002-05-10,20:54:05.42,-40.77834,176.65883,33.0,4.877
2002-05-16,17:16:14.03,-38.73155,175.83067,126.2407,5.025
2002-05-26,09:39:31.26,-44.12629,168.56844,5.0,4.886
2002-06-02,04:46:40.82,-44.12461,168.60567,12.0,5.086
2002-06-25,07:02:21.33,-40.16684,178.68196,33.0,5.1
2002-06-29,12:27:28.01,-39.33126,178.17546,33.0,5.531
2002-06-30,00:47:09.36,-36.77567,177.20543,379.3658,4.932
2002-07-05,13:13:23.01,-36.72883,-179.29114,33.0,5.048
2002-08-17,08:21:31.19,-37.8361,176.72093,158.711,5.2
2002-08-29,18:25:26.96,-36.02613,179.01863,139.4779,4.981
2002-10-23,16:14:15.24,-37.71923,176.43307,300.1016,5.3
2002-11-03,02:56:38.29,-38.82358,175.78387,111.8262,4.929
2002-11-25,19:17:29.23,-38.49147,175.49197,266.7566,4.856
2002-12-01,23:00:42.91,-38.70235,175.98734,110.6935,5.375
2002-12-07,05:59:37.79,-40.77826,174.9716,46.9904,5.042
2002-12-08,06:33:16.12,-37.49845,177.11772,137.3847,5.412
2002-12-20,08:54:58.48,-38.84594,175.10657,261.6076,5.177
2002-12-24,07:42:06.47,-41.98547,173.98639,17.753,5.014
2003-01-15,23:53:56.18,-40.94435,174.14497,73.2857,4.88
2003-01-18,02:10:10.64,-35.56336,179.53641,33.0,5.2
2003-01-25,21:30:31.61,-40.4094,176.16472,35.3016,5.2
2003-02-07,19:22:27.26,-36.68542,177.19037,232.3951,4.909
2003-02-12,11:43:51.07,-37.79583,179.23903,33.0,5.5
2003-03-15,10:44:39.60,-38.86646,175.09058,214.3571,4.898
2003-04-06,13:39:39.87,-40.53963,173.34254,169.7075,4.886
2003-04-18,15:24:54.39,-36.92243,177.54539,156.1211,5.068
2003-05-05,18:49:31.15,-38.58218,175.45432,227.5691,5.167
2003-05-26,20:52:21.83,-39.8251,174.01546,240.2657,5.266
2003-05-27,16:12:13.50,-38.35116,176.34531,146.7543,5.183
2003-05-31,07:02:24.41,-38.39887,175.77954,222.424,4.894
2003-06-27,21:28:41.59,-45.15668,167.52791,138.33,5.128
2003-07-09,16:49:07.85,-38.89512,174.98103,207.6068,4.997
2003-07-15,21:39:51.54,-35.89668,178.04327,285.9727,4.851
2003-07-20,01:29:34.57,-39.55649,174.43144,216.5336,4.94
2003-08-03,11:46:14.64,-40.49393,175.97893,52.2434,5.1
2003-08-07,18:17:30.23,-38.32939,176.32715,115.1389,5.324
2003-08-08,03:19:52.44,-35.29636,179.00586,235.3448,4.857
2003-08-21,12:12:49.86,-45.19286,166.83005,24.3452,7.1
2003-08-21,12:15:04.00,-45.1959,166.88034,20.0,5.232
2003-08-21,12:15:20.15,-45.35569,166.4364,20.0,5.488
2003-08-21,12:15:44.25,-45.00749,166.99036,20.0,5.011
2003-08-21,12:17:05.98,-45.15507,166.72934,20.0,5.64
2003-08-21,12:22:09.90,-45.34546,166.85042,20.0,5.094
2003-08-21,12:25:33.36,-45.32263,166.79482,20.0,4.96
2003-08-21,12:28:46.83,-45.21917,166.89207,20.0,5.018
2003-08-21,12:28:55.48,-45.15761,166.89758,20.0,5.529
2003-08-21,12:30:18.55,-45.22393,166.80168,20.0,4.985
2003-08-21,12:41:47.92,-45.22326,166.91058,20.0,5.075
2003-08-21,12:45:40.63,-45.19495,166.94803,24.5543,5.883
2003-08-21,12:51:00.98,-45.38336,166.77095,20.1431,5.082
2003-08-21,14:12:27.57,-45.35921,166.81523,23.8345,6.1
2003-08-21,14:56:45.69,-45.22464,166.87372,20.0,4.861
2003-08-21,15:12:19.43,-45.33251,166.84041,20.0,4.913
2003-08-21,16:50:04.25,-45.03076,167.09016,20.0,5.003
2003-08-21,17:55:43.50,-45.37767,166.81897,20.0,4.886
2003-08-21,19:56:22.53,-45.28997,166.80202,20.0,5.3
2003-08-21,23:11:32.00,-45.24323,166.90094,20.0,4.879
2003-08-22,00:02:21.75,-45.06562,166.96577,20.0,5.2
2003-08-22,12:08:43.75,-45.21588,166.63062,20.0,4.861
2003-08-22,15:29:33.35,-45.18609,166.9908,20.0,5.0
2003-08-23,09:13:54.03,-45.30721,166.92171,27.5433,5.5
2003-08-23,10:17:02.85,-45.25013,166.91238,26.2388,4.874
2003-08-24,14:46:52.99,-45.20613,166.93816,21.8442,4.9
2003-08-24,16:52:28.02,-45.09937,166.89191,21.2565,4.918
2003-08-25,03:36:30.49,-45.1197,166.96486,19.5577,4.969
2003-08-26,23:56:27.05,-45.46336,166.6344,20.3025,5.4
2003-08-27,01:29:40.11,-45.48821,166.67938,16.9034,5.1
2003-08-27,01:42:54.24,-45.31444,166.94679,23.5951,5.4
2003-09-04,08:40:44.07,-45.1936,166.92503,23.1262,5.5
2003-09-04,10:49:23.43,-45.33016,166.86638,21.8572,4.851
2003-09-11,17:56:24.01,-45.27073,166.73161,22.5506,4.9
2003-09-17,00:19:22.17,-38.01164,177.44714,79.5773,4.994
2003-09-17,13:23:11.39,-38.06695,176.1076,200.901,4.95
2003-09-24,11:48:05.98,-45.16919,166.86584,20.0,4.852
2003-09-27,10:04:36.01,-38.20626,176.29666,162.9056,5.244
2003-09-28,08:12:37.97,-45.17562,167.00354,20.0,4.884
2003-09-30,19:37:49.66,-45.63585,166.92747,10.1495,5.5
2003-10-05,10:50:24.49,-37.89194,176.05923,289.2328,5.42
2003-10-05,14:59:08.73,-37.47287,176.59851,214.7325,4.915
2003-10-10,07:20:07.98,-44.87155,166.6503,19.6033,4.919
2003-10-19,03:59:17.58,-44.97614,167.13612,21.3012,5.181
2003-11-02,05:32:14.13,-45.2039,166.31323,17.1347,6.4
2003-11-02,11:24:29.66,-36.78001,179.32001,10.0,5.0
2003-11-02,13:58:07.81,-45.41725,166.12044,20.0,5.2
2003-11-05,16:04:19.06,-46.2111,165.83441,33.0,5.198
2003-11-06,09:06:05.20,-38.97844,175.08151,200.3819,5.133
2003-11-24,07:43:48.33,-37.51037,176.65959,195.7977,5.516
2004-02-19,05:47:52.55,-37.77335,176.36469,187.4274,4.985
2004-03-12,23:36:37.31,-39.05866,174.94211,214.44,5.098
2004-03-25,00:22:51.88,-38.82455,174.55843,572.9429,4.86
2004-05-01,14:14:12.00,-37.9066,176.05032,262.2599,4.963
2004-05-05,05:46:58.02,-37.74432,176.53223,187.8819,5.136
2004-07-12,22:27:51.70,-39.80765,174.03012,197.4921,4.852
2004-07-18,03:58:06.06,-38.01088,176.49699,5.0,4.9
2004-07-18,04:22:22.72,-38.00536,176.51411,5.0,5.4
2004-07-18,04:22:54.04,-37.99511,176.54749,5.0,4.897
2004-07-18,06:40:15.56,-37.99303,176.54918,5.0,4.9
2004-07-20,06:28:46.04,-38.98918,174.76489,578.4744,5.194
