date,time,latitude,longitude,depth,magnitude
1989-11-22,21:21:38.82,-38.27881,179.94023,68.7549,5.249
1989-11-30,08:58:37.93,-38.67709,177.98154,30.165,4.983
1989-12-27,22:56:56.72,-38.90245,175.67525,222.9518,5.336
1990-01-02,01:36:36.88,-38.82282,175.35918,220.7119,5.011
1990-01-03,21:52:38.77,-37.75937,176.40828,305.3148,5.115
1990-01-11,12:38:06.55,-37.69753,176.37482,314.2829,4.988
1990-01-27,01:36:58.58,-35.71854,179.33664,117.6403,4.874
1990-02-10,03:27:41.96,-42.2453,172.64594,12.6662,5.9
1990-02-10,03:54:47.07,-42.26383,172.58334,5.0,5.7
1990-02-10,03:57:27.70,-42.25715,172.67635,5.0,5.338
1990-02-10,06:47:32.36,-42.26889,172.61005,5.0,4.928
1990-02-10,11:14:12.82,-42.25439,172.7,5.0,4.913
1990-02-19,05:34:37.83,-40.46777,176.4364,33.8151,6.2
1990-02-19,05:45:46.00,-40.47005,176.39531,40.261,4.928
1990-03-22,00:00:18.04,-36.73566,177.3689,203.052,5.6
1990-03-28,00:53:52.87,-35.49806,179.67122,66.8364,5.509
1990-03-28,03:30:13.90,-38.17632,176.33833,145.6936,6.047
1990-04-01,08:42:48.79,-33.78627,177.97443,33.0,4.971
1990-04-08,20:56:08.77,-40.12308,176.16959,66.5337,4.899
1990-04-15,09:58:41.93,-38.46388,175.99196,140.9453,4.887
1990-05-13,04:23:10.19,-40.42669,176.47076,29.9859,6.4
1990-05-13,04:25:43.76,-40.30917,176.33423,26.3983,5.055
1990-05-20,09:53:46.58,-33.00895,-179.51617,417.0962,6.1
1990-06-11,04:14:24.11,-38.57957,175.68217,161.6483,5.077
1990-06-14,14:40:02.69,-38.53694,175.9191,137.0155,4.868
1990-06-29,19:32:28.18,-34.98413,179.30051,214.8593,5.078
1990-07-01,22:37:03.68,-34.555,177.41882,33.0,4.882
1990-07-10,06:33:45.71,-43.90332,168.86093,4.4597,5.242
1990-07-11,16:11:40.47,-37.22801,176.72678,448.969,5.305
1990-07-26,21:55:04.72,-36.8033,176.96222,215.132,5.141
1990-08-14,20:58:33.37,-38.70278,175.76236,128.991,5.495
1990-08-15,12:30:24.45,-37.81666,176.2887,189.7841,4.873
1990-08-15,15:54:43.39,-40.41975,176.51534,41.7127,5.1
1990-08-22,22:14:07.32,-42.00722,173.3445,14.9956,4.888
1990-09-12,02:35:33.00,-36.64028,178.11702,166.5317,5.389
1990-10-04,23:48:26.73,-41.68313,175.51021,22.3497,5.6
1990-10-06,02:41:13.30,-41.68418,175.50328,22.074,5.4
1990-10-19,03:28:09.76,-38.23468,176.2338,153.5148,5.506
1990-10-20,08:58:46.55,-42.21361,172.73538,3.3173,4.941
1990-11-02,12:26:56.05,-38.27262,176.15385,158.6063,4.879
1990-11-06,14:50:30.45,-37.62285,177.22101,132.2583,5.27
1990-12-12,00:20:44.90,-36.89466,177.13177,262.2846,4.897
1990-12-26,11:20:28.67,-39.04776,175.26526,139.6896,4.871
1991-01-19,23:56:28.39,-37.35754,177.64624,42.042,4.98
1991-01-26,05:28:10.30,-37.16741,177.00362,253.1515,4.956
1991-01-28,12:58:47.89,-41.9038,171.65903,9.8704,5.8
1991-01-28,18:00:54.52,-41.90484,171.72807,17.3512,6.0
1991-02-09,15:11:24.23,-40.59943,173.93103,111.0293,5.388
1991-02-15,10:48:10.72,-42.03864,171.58974,6.9229,5.4
1991-02-24,00:50:34.86,-42.04652,171.57199,12.0,5.079
1991-03-28,07:12:01.68,-45.68472,166.6525,80.9844,5.119
1991-05-03,11:05:10.90,-38.70295,175.7789,149.846,4.914
1991-06-01,14:35:50.75,-45.06699,167.54774,112.6632,5.066
1991-06-09,11:01:35.05,-40.11396,174.40697,106.284,5.911
1991-06-14,19:14:36.92,-40.2342,175.00845,71.27,4.876
1991-06-15,10:15:59.27,-44.90541,167.57422,77.9193,4.861
1991-07-12,04:42:24.62,-39.30519,175.97475,70.2811,5.3
1991-07-12,11:25:36.34,-35.82751,179.16708,169.3022,5.089
1991-07-23,20:32:32.87,-37.9538,176.10443,201.8295,4.906
1991-07-24,13:58:31.40,-42.21319,172.82982,70.2201,4.974
1991-08-01,14:08:52.62,-35.28202,178.97743,245.898,5.057
1991-08-21,23:26:16.32,-46.15616,165.80679,12.0,4.945
1991-09-05,06:34:02.03,-45.58727,166.95505,74.0964,4.91
1991-09-08,13:50:31.99,-40.24421,175.16722,86.6885,5.6
1991-09-14,14:14:42.75,-39.10152,174.62691,585.2962,5.351
1991-09-21,10:07:29.37,-39.00487,176.20506,77.991,5.037
1991-09-30,20:12:31.30,-45.69895,166.80719,81.765,5.104
1991-10-23,14:38:44.98,-36.98184,177.26442,217.2957,5.982
1991-10-25,21:06:05.99,-38.02355,176.21783,208.6234,5.993
1991-10-31,07:38:57.59,-37.90461,178.60135,12.0,4.962
1991-10-31,08:25:23.55,-37.93093,178.63153,5.0,4.894
1991-10-31,14:22:10.29,-41.8173,173.98016,44.5258,5.057
1991-11-04,07:23:42.53,-45.01186,167.51563,119.1982,5.052
1991-11-09,19:35:32.85,-44.626,167.70177,6.7189,5.473
1991-11-16,00:35:39.96,-37.1265,176.89195,264.0627,5.5
1991-11-20,09:23:09.59,-36.38509,178.64426,33.0,6.1
1991-11-29,23:35:06.52,-44.51013,167.60739,5.0,5.3
1991-12-12,16:24:10.95,-37.08,179.27267,33.0,5.208
1991-12-23,15:06:45.07,-36.12814,-179.64519,60.0,5.335
1992-01-04,03:28:00.33,-38.58528,178.07362,30.9148,4.873
1992-01-15,06:14:57.17,-38.59848,175.3544,233.0057,5.317
1992-02-05,06:15:53.29,-39.13189,174.83231,222.0372,5.051
1992-02-07,19:26:48.03,-36.88665,177.56726,156.8936,4.852
1992-02-18,10:27:11.30,-39.90636,174.01866,121.685,5.895
1992-02-26,13:38:09.91,-36.24802,177.83923,223.2612,4.853
1992-03-02,09:05:56.92,-40.432,176.59865,36.9407,5.5
1992-03-03,07:03:11.90,-36.27272,178.02519,197.8383,4.94
1992-03-07,14:28:08.23,-39.28723,176.11674,73.3575,4.911
1992-03-13,06:30:59.64,-40.26044,176.49117,56.6528,5.016
1992-03-16,23:21:31.57,-35.21525,178.96812,167.9788,5.4
1992-03-22,01:40:20.55,-41.25283,177.94905,33.0,5.054
1992-03-25,17:27:31.85,-37.24556,177.20511,12.0,5.6
1992-03-30,07:02:52.38,-43.04293,171.22812,5.0,5.5
1992-04-01,22:57:40.37,-43.02229,171.20158,5.0,5.164
1992-04-12,21:37:17.19,-38.10263,176.34435,160.0568,4.862
1992-04-28,05:23:24.75,-38.11641,176.53104,152.9154,4.925
1992-05-06,20:38:10.99,-44.39264,167.91464,12.0,4.907
1992-05-16,17:57:13.49,-38.2338,178.36653,23.7078,5.8
1992-05-16,18:04:03.53,-38.26871,178.30385,20.675,4.938
1992-05-17,01:06:55.87,-38.2492,178.36879,18.0528,5.195
1992-05-27,22:30:36.38,-41.60475,173.66046,79.102,5.9
1992-06-21,17:43:09.43,-37.58035,176.87488,5.0,6.3
1992-06-21,17:47:39.29,-37.69987,176.80696,5.0,5.564
1992-06-22,13:47:56.41,-37.53066,177.05994,5.0,4.861
1992-07-06,19:05:52.07,-37.82426,177.57617,50.0726,4.911
1992-07-08,12:25:27.71,-39.05814,174.40152,592.6539,4.867
1992-07-28,01:52:51.19,-36.87667,-179.24356,33.0,5.107
1992-07-31,14:11:23.56,-40.59292,176.14371,35.6187,5.15
1992-08-05,07:46:27.21,-35.95043,-179.8403,98.4341,5.029
1992-08-06,17:43:13.01,-38.98465,174.95177,228.3283,4.871
1992-08-09,23:58:00.13,-37.77884,176.20375,295.8992,5.274
1992-08-10,10:39:35.39,-40.48907,173.18816,236.9955,5.085
1992-08-10,23:16:16.05,-37.48898,179.27156,21.8139,4.877
1992-09-16,05:40:24.29,-38.01157,176.13098,188.8374,4.994
1992-09-29,06:49:43.75,-38.17209,176.17804,168.1148,5.301
1992-10-20,13:06:50.27,-39.3929,174.49547,189.8857,4.995
1992-11-04,14:01:54.19,-36.42623,178.07542,180.8234,5.052
1992-11-27,15:59:12.53,-43.16968,170.70958,5.648,5.257
1992-12-12,04:40:00.96,-39.01539,175.22028,160.7289,5.737
1992-12-14,19:12:55.32,-34.15421,-179.51033,242.9395,5.9
1992-12-27,05:55:15.82,-37.88565,176.05232,276.9298,5.976
1993-01-02,12:32:30.26,-37.76779,176.47523,204.6517,5.702
1993-01-13,05:12:37.48,-39.1572,174.78644,220.0037,5.03
1993-01-15,03:29:26.08,-46.98215,165.32056,33.0,5.203
1993-01-20,09:57:40.20,-37.91737,178.19872,59.2716,5.093
1993-02-01,01:22:32.79,-35.16213,178.539,248.0514,4.947
1993-02-16,05:26:05.83,-40.08398,176.97084,40.08,5.061
1993-03-09,00:46:13.89,-38.38461,175.84103,173.9123,4.869
1993-03-16,06:18:38.41,-38.45271,175.93582,156.668,5.25
1993-03-16,10:54:14.39,-37.62597,176.23073,279.7615,5.775
1993-03-18,14:25:06.72,-39.3986,174.57828,181.8745,5.707
1993-03-26,00:25:45.19,-36.1019,178.09962,213.4548,4.867
1993-04-11,06:59:49.65,-39.72594,176.71027,37.8437,5.6
1993-04-27,14:55:57.91,-46.66748,165.38422,33.0,5.497
1993-04-30,14:10:12.72,-38.0333,177.15182,60.4325,5.15
1993-05-10,17:08:09.59,-42.80151,171.61569,5.0,5.304
1993-06-01,13:43:12.29,-38.86375,175.18515,241.7657,5.199
1993-06-02,20:42:53.52,-36.05914,179.85071,92.9562,6.107
1993-06-20,05:15:08.01,-39.29738,175.21663,115.5759,5.174
1993-06-25,13:23:09.94,-37.12634,177.02599,240.004,5.297
1993-06-30,20:34:34.01,-37.41986,176.80638,420.7275,5.241
1993-07-07,15:21:16.68,-36.36161,177.41443,275.988,5.397
1993-07-08,19:47:55.87,-39.07454,174.95494,219.445,5.211
1993-07-09,03:01:16.29,-40.62924,174.58643,69.0813,4.999
1993-07-10,16:05:57.00,-42.61391,173.62781,33.0,4.925
1993-07-11,20:30:10.53,-37.05874,176.96939,223.948,5.548
1993-08-02,18:10:13.11,-37.38945,176.92223,235.0452,5.877
1993-08-10,00:51:51.60,-45.21383,166.70848,5.0,6.8
1993-08-10,00:53:57.42,-45.14183,166.77362,18.4856,4.95
1993-08-10,00:54:48.40,-45.21013,166.83188,18.5249,5.215
1993-08-10,00:56:37.39,-45.17339,166.80937,20.0,5.374
1993-08-10,01:27:30.47,-45.31816,166.95087,20.0,5.104
1993-08-10,02:35:32.80,-45.38661,166.71429,20.0,5.116
1993-08-10,03:32:36.41,-45.3783,166.65283,20.0,4.862
1993-08-10,07:17:27.51,-45.24256,166.85945,20.0,5.144
1993-08-10,09:46:39.92,-38.5284,177.9095,45.5341,6.2
1993-08-10,13:36:19.69,-45.34399,166.80019,20.0,4.953
1993-08-10,14:12:52.24,-45.38089,166.6488,20.0,4.883
1993-08-11,03:30:23.69,-45.25774,166.81454,12.0,4.903
1993-08-11,03:43:52.26,-45.22047,167.04233,20.0,5.25
1993-08-11,04:09:15.52,-45.24412,166.92621,20.0,5.6
1993-08-11,22:08:49.68,-45.3149,166.73132,20.0,5.2
1993-08-13,11:02:22.97,-36.00306,178.79793,117.3765,6.3
1993-08-14,04:56:04.01,-45.23544,166.5033,16.3452,4.876
1993-08-15,03:32:40.19,-35.91088,-179.69531,33.0,5.304
1993-08-17,06:53:07.46,-45.29325,166.69147,23.5751,4.872
1993-08-17,09:12:56.97,-45.24077,166.66345,27.5039,5.197
1993-08-26,01:29:58.64,-35.59806,178.29837,33.0,5.6
1993-08-27,05:46:42.64,-35.83677,178.17192,12.0,4.885
1993-09-01,18:55:26.63,-42.93934,173.06569,13.2276,4.993
1993-09-03,08:52:29.89,-42.91108,173.04988,15.9239,5.163
1993-10-01,21:57:19.65,-37.75611,176.27435,220.9726,5.484
1993-10-22,18:33:18.62,-45.43734,166.79549,20.0,4.964
1993-10-27,05:31:30.11,-38.39054,175.81764,169.9019,5.037
1993-11-01,06:02:59.96,-45.26145,166.6579,12.0,5.106
1993-11-03,23:32:32.57,-42.44425,173.27528,12.9557,5.028
1993-11-07,17:41:42.52,-39.11516,174.88766,221.8983,4.939
1993-11-23,00:40:26.40,-40.1506,173.60583,204.9724,5.288
1993-12-06,02:32:43.66,-37.27793,177.52661,82.6687,4.861
1993-12-26,00:09:50.57,-35.76889,179.34009,99.3368,5.01
1993-12-29,08:11:30.42,-38.87099,178.16031,42.912,4.901
1994-01-03,13:24:17.06,-48.995,164.38187,33.0,5.522
1994-02-08,23:34:50.91,-40.26526,174.02295,118.2774,5.39
1994-02-19,06:43:39.23,-36.75023,177.13353,12.0,4.943
1994-02-23,11:01:38.73,-39.56259,174.24609,190.5484,5.846
1994-03-26,20:12:36.73,-39.04762,174.91434,204.66,5.538
1994-03-28,05:56:49.66,-44.47122,168.25951,12.0,5.078
1994-03-28,20:54:49.38,-37.50139,176.52396,227.4246,5.413
1994-03-31,11:53:14.36,-38.11079,177.07401,66.0773,5.867
1994-04-08,04:06:58.07,-39.17413,174.70676,568.9299,5.083
1994-04-17,00:54:17.95,-37.7248,177.06165,138.7752,5.419
1994-04-23,01:22:13.25,-36.57184,177.12775,33.0,5.448
1994-06-07,22:11:39.76,-45.40512,166.83528,12.0,5.321
1994-06-13,01:36:28.74,-35.66582,176.68912,33.0,5.116
1994-06-16,05:27:20.38,-37.83554,175.77666,5.0,4.969
1994-06-18,03:25:14.60,-43.00782,171.47618,4.2668,6.7
1994-06-18,05:04:57.54,-43.15819,171.43022,10.0,5.131
1994-06-18,07:03:28.35,-43.16283,171.4639,5.0,5.096
1994-06-18,07:05:04.12,-43.16972,171.43044,10.0,5.039
1994-06-18,14:37:00.06,-43.17208,171.49004,5.0,5.184
1994-06-18,16:00:45.62,-38.59254,175.75554,155.8961,5.077
1994-06-19,13:43:51.73,-43.16826,171.47266,5.0,5.9
1994-06-19,21:54:39.69,-43.19403,171.5226,5.0,5.032
1994-06-21,02:18:23.94,-43.19423,171.49374,5.0,5.4
1994-06-21,08:31:42.03,-43.16565,171.49077,5.0,5.233
1994-06-22,04:47:30.60,-37.69735,176.16087,263.1008,4.89
1994-06-29,05:38:32.21,-43.09742,171.4664,10.4137,4.892
1994-07-05,10:12:37.05,-43.27698,171.52393,6.3905,4.992
1994-07-09,13:50:16.56,-37.01897,177.46344,162.506,5.128
1994-07-14,21:19:57.95,-37.98982,176.09692,189.4605,4.915
1994-08-05,00:41:07.62,-38.14117,176.02634,185.1913,4.957
1994-08-15,05:02:05.42,-43.25134,171.50854,12.0,5.205
1994-08-16,02:51:32.43,-47.36796,165.59419,33.0,5.185
1994-08-25,11:37:58.90,-37.62155,176.4567,195.8099,5.518
1994-08-25,17:13:27.05,-41.3879,172.89737,130.7129,4.999
1994-09-01,12:32:58.61,-35.44546,178.50972,231.8578,4.966
1994-09-03,09:41:17.19,-35.95335,179.07138,189.3399,5.185
1994-09-10,09:32:31.91,-37.9811,176.87115,126.3044,5.945
1994-09-14,11:23:18.53,-37.22137,179.12933,12.0,5.12
1994-09-15,15:09:41.21,-43.18482,171.44133,5.0,5.012
1994-09-15,18:37:50.30,-38.42076,177.84607,32.922,4.907
1994-09-22,00:47:57.83,-38.12803,179.16815,26.4114,5.642
1994-10-07,12:48:58.74,-39.9058,175.20818,12.0,4.911
1994-10-07,12:54:22.25,-35.64142,179.20078,198.3275,5.3
1994-10-16,16:08:24.94,-40.22311,173.59052,164.4972,5.331
1994-10-18,20:55:25.82,-36.92003,179.45828,87.0787,5.438
1994-10-27,21:29:04.82,-39.69327,174.20232,185.2894,4.995
1994-11-02,23:49:15.86,-45.82608,167.23929,5.782,4.933
1994-11-17,22:59:02.60,-36.87963,176.88258,285.5641,5.213
1994-11-23,05:09:46.35,-37.48066,176.57922,203.1328,5.912
1994-12-04,22:05:57.83,-35.79303,178.80116,210.9879,5.4
1994-12-05,17:17:52.08,-37.84629,176.33395,186.6125,5.549
1994-12-06,17:37:18.13,-36.87505,179.43665,12.0,4.927
1994-12-15,11:20:19.55,-37.19873,177.52795,12.0,6.25
1994-12-15,12:04:02.26,-37.01352,177.68181,5.0,5.101
1994-12-15,13:58:51.49,-37.07359,177.55054,12.0,4.951
1994-12-15,14:25:45.99,-37.03727,177.64326,12.0,4.917
1994-12-15,15:13:57.86,-40.83032,175.13596,30.0642,5.265
1994-12-15,15:41:56.32,-37.44012,177.5007,12.0,4.946
1994-12-15,16:58:03.85,-37.26503,177.43245,12.0,5.475
1994-12-15,18:31:06.31,-37.14526,177.57031,5.0,5.296
1994-12-15,18:37:35.65,-37.14042,177.65137,5.0,4.855
1994-12-17,03:57:29.41,-37.46774,177.51448,5.0,4.895
1994-12-18,04:13:08.54,-37.27586,177.4687,12.0,5.346
1994-12-24,08:59:50.46,-37.07148,177.48363,12.0,5.436
1994-12-26,11:27:25.59,-47.22418,166.00259,33.0,5.091
1995-01-06,15:46:34.25,-41.2968,174.29683,64.7928,5.235
1995-01-20,16:22:11.37,-38.82397,175.13486,221.1462,4.938
1995-01-20,19:25:52.89,-38.14215,176.38434,161.7879,5.031
1995-01-26,20:32:43.30,-38.42976,175.96886,161.834,5.321
1995-02-05,22:51:02.30,-37.64958,179.48859,12.0,7.15
1995-02-05,23:03:28.81,-37.56549,179.21759,12.0,5.018
1995-02-05,23:12:10.73,-37.7182,179.33627,12.0,5.041
1995-02-05,23:17:20.28,-37.60181,179.38556,12.0,5.702
1995-02-05,23:18:17.96,-37.66549,179.10622,12.0,4.967
1995-02-05,23:19:25.16,-37.51936,179.27234,12.0,5.06
1995-02-05,23:20:22.65,-37.60505,179.32709,12.0,5.03
1995-02-05,23:23:21.06,-37.64404,179.36293,12.0,5.645
1995-02-05,23:26:28.73,-37.51821,179.35672,12.0,5.017
1995-02-05,23:27:11.84,-37.66805,179.34709,12.0,5.069
1995-02-05,23:31:50.94,-37.72017,179.42458,12.0,4.903
1995-02-05,23:32:36.37,-37.53337,179.53671,12.0,5.517
1995-02-05,23:33:44.73,-37.55231,179.48581,12.0,4.953
1995-02-05,23:43:10.21,-37.72509,179.43657,14.9314,5.722
1995-02-05,23:45:05.64,-37.67332,179.30585,12.0,5.005
1995-02-05,23:46:25.25,-37.55679,179.32117,12.0,5.056
1995-02-05,23:53:00.35,-37.77301,179.30142,12.0,5.256
1995-02-05,23:53:20.71,-37.64079,179.33556,12.0,5.598
1995-02-06,00:02:41.40,-37.71882,179.37352,12.0,5.304
1995-02-06,00:22:50.66,-37.69999,179.33806,12.0,5.57
1995-02-06,00:47:45.57,-37.71644,179.40062,12.0,4.937
1995-02-06,00:48:30.36,-37.73191,179.37054,12.0,4.854
1995-02-06,00:52:13.40,-37.76411,179.40401,12.0,5.991
1995-02-06,01:07:54.66,-37.64051,179.37297,12.0,4.853
1995-02-06,02:35:39.90,-37.74505,179.41096,12.0,4.886
1995-02-06,02:57:08.07,-37.72818,179.38254,12.0,5.089
1995-02-06,03:18:35.96,-37.63681,179.42722,12.0,5.089
1995-02-06,03:25:32.40,-37.53618,179.29169,12.0,5.389
1995-02-06,05:19:24.62,-37.43442,179.45378,12.0,5.611
1995-02-06,06:00:24.02,-37.81146,179.40289,12.0,5.182
1995-02-06,06:01:24.87,-37.82466,179.33641,12.0,5.348
1995-02-06,06:34:05.18,-37.50595,179.32307,12.0,5.487
1995-02-06,07:21:29.82,-37.49046,179.27135,12.0,5.248
1995-02-06,07:25:56.35,-37.49251,179.33206,12.0,5.067
1995-02-06,07:40:55.74,-37.62469,178.98413,12.0,4.998
1995-02-06,08:29:43.13,-37.67079,179.41205,12.0,4.914
1995-02-06,10:17:03.77,-37.84262,179.43887,12.0,4.935
1995-02-06,10:19:48.56,-37.86608,179.39865,12.0,5.6
1995-02-06,10:43:51.50,-37.7748,179.5439,12.0,5.9
1995-02-06,10:44:49.58,-37.88661,179.25978,12.0,5.227
1995-02-06,10:46:56.62,-37.8727,179.22502,12.0,5.126
1995-02-06,10:50:30.94,-37.88393,179.3203,12.0,4.878
1995-02-06,11:15:16.54,-37.57759,179.82339,12.0,5.041
1995-02-06,11:15:37.91,-37.85117,179.45187,12.0,4.863
1995-02-06,11:22:59.54,-37.8942,179.41548,12.0,5.8
1995-02-06,11:24:50.76,-37.76487,179.33324,12.0,5.221
1995-02-06,11:27:49.39,-37.89109,179.32281,12.0,4.967
1995-02-06,12:07:49.05,-37.83219,179.34818,12.0,5.14
1995-02-06,12:45:38.94,-37.85551,179.35365,12.0,4.907
1995-02-06,13:35:00.23,-37.7531,179.40976,12.0,4.919
1995-02-06,13:54:17.84,-37.564,179.24176,12.0,4.955
1995-02-06,15:19:24.81,-37.80297,179.48125,12.0,5.6
1995-02-06,16:32:51.53,-37.47324,179.38527,12.0,5.087
1995-02-06,18:03:34.38,-37.82673,179.37244,12.0,5.088
1995-02-06,19:19:05.31,-37.48032,179.27129,12.0,5.233
1995-02-07,02:56:13.90,-37.92797,179.35857,12.0,5.2
1995-02-07,03:07:42.73,-37.64322,179.67003,12.0,5.043
1995-02-07,03:34:46.58,-37.82537,179.41385,12.0,4.923
1995-02-07,04:47:30.75,-37.50977,179.32762,12.0,4.89
1995-02-07,08:14:49.59,-37.84272,179.39349,12.0,4.874
1995-02-07,15:06:59.62,-37.71567,179.50603,12.0,5.082
1995-02-07,16:45:03.48,-37.74879,179.58241,12.0,4.898
1995-02-08,00:21:11.01,-37.79189,179.45102,12.0,4.997
1995-02-08,01:25:25.31,-37.93565,179.26584,12.0,4.96
1995-02-08,05:41:23.57,-38.03239,179.18898,12.0,4.932
1995-02-08,08:19:48.28,-37.50615,179.54173,12.0,5.025
1995-02-08,12:58:53.51,-37.39614,179.46661,12.0,5.147
1995-02-08,17:20:18.09,-37.42177,179.47758,12.0,5.2
1995-02-09,01:35:00.89,-37.45648,179.44771,12.0,5.454
1995-02-09,02:21:34.52,-37.4918,179.45891,12.0,5.539
1995-02-09,03:45:50.84,-37.47898,179.42097,12.0,5.291
1995-02-09,08:25:36.38,-37.48933,179.29367,12.0,4.912
1995-02-09,08:26:24.02,-38.04975,179.1678,12.0,5.293
1995-02-09,10:34:36.04,-37.89376,179.37305,12.0,4.948
1995-02-09,10:35:04.99,-37.88726,179.29594,12.0,5.518
1995-02-09,10:45:58.60,-37.9488,179.24971,12.0,4.956
1995-02-09,10:56:37.79,-37.95272,179.33382,12.0,5.7
1995-02-09,11:26:02.60,-37.90448,179.30147,12.0,5.106
1995-02-09,12:53:54.46,-37.98213,179.27573,12.0,5.3
1995-02-09,12:58:42.83,-37.99434,179.22287,12.0,4.879
1995-02-09,13:28:52.48,-37.91548,179.30521,12.0,4.935
1995-02-09,16:38:26.98,-37.9594,179.35521,12.0,5.081
1995-02-09,22:49:45.21,-37.90962,179.32204,12.0,4.861
1995-02-10,01:06:43.66,-37.95679,179.3062,12.0,5.221
1995-02-10,01:44:56.34,-37.91566,179.51408,12.0,6.5
1995-02-10,01:55:21.22,-38.08329,179.14658,12.0,5.209
1995-02-10,01:57:30.66,-38.11362,179.12723,12.0,5.002
1995-02-10,02:00:48.76,-37.89758,179.26338,12.0,5.085
1995-02-10,02:14:30.74,-38.05888,179.26146,12.0,5.429
1995-02-10,02:39:23.82,-38.12925,179.15218,12.0,5.025
1995-02-10,09:27:25.44,-38.15151,179.17145,12.0,4.904
1995-02-10,09:40:11.69,-38.15838,179.16666,12.0,4.908
1995-02-10,22:09:49.60,-37.50721,179.388,12.0,5.195
1995-02-11,02:01:51.77,-37.87834,179.32954,12.0,5.265
1995-02-11,02:58:21.59,-37.41185,179.4543,12.0,5.084
1995-02-11,03:55:46.15,-38.12654,179.1958,12.0,5.004
1995-02-11,14:44:04.48,-37.77405,179.48012,12.0,5.519
1995-02-11,17:37:15.16,-37.80584,179.45044,12.0,5.006
1995-02-11,17:56:57.14,-37.84411,179.45776,12.0,5.012
1995-02-11,22:53:36.20,-37.77262,179.64651,12.0,4.955
1995-02-12,01:24:00.48,-37.84334,179.39795,12.0,4.897
1995-02-12,01:39:33.75,-37.84978,179.45305,12.0,5.196
1995-02-12,02:44:25.10,-37.82547,179.45764,12.0,5.4
1995-02-12,02:51:17.51,-37.78074,179.4597,12.0,5.362
1995-02-12,07:09:39.04,-37.61652,179.36241,12.0,5.118
1995-02-12,10:47:39.22,-37.59606,179.4334,12.0,4.944
1995-02-12,21:23:44.23,-37.92073,179.28162,12.0,5.097
1995-02-12,22:12:22.07,-37.82362,179.4424,12.0,4.889
1995-02-13,00:11:43.98,-37.4595,179.13837,12.0,6.0
1995-02-13,01:57:01.69,-37.45619,179.27966,12.0,5.358
1995-02-13,02:08:08.79,-37.48705,179.2139,12.0,5.433
1995-02-13,12:18:52.37,-38.63246,177.99998,33.0,5.16
1995-02-13,13:18:31.50,-37.80753,179.48308,12.0,4.975
1995-02-14,00:42:34.69,-37.78114,179.10788,12.0,4.947
1995-02-14,00:51:14.91,-37.45225,179.30089,12.0,4.936
1995-02-15,01:16:48.70,-37.48957,179.53491,12.0,5.3
1995-02-15,01:59:32.48,-37.80619,179.44762,12.0,4.854
1995-02-15,14:32:06.89,-37.43087,179.51375,12.0,5.088
1995-02-15,19:00:35.71,-37.2971,179.70912,12.0,4.865
1995-02-15,23:36:11.13,-37.67948,179.43401,12.0,5.2
1995-02-17,01:00:16.84,-37.70526,179.54701,12.0,5.524
1995-02-17,21:34:38.94,-42.97677,171.37563,5.0,4.859
1995-02-22,23:18:02.96,-36.23603,-179.82133,33.0,4.981
1995-02-23,07:55:06.24,-37.45105,179.65552,12.0,5.079
1995-02-27,09:04:14.01,-37.52155,179.42009,12.0,5.2
1995-03-02,22:09:46.66,-37.5223,176.27332,297.9057,4.869
1995-03-03,20:30:13.94,-38.34744,176.02165,159.3928,5.122
1995-03-04,10:01:10.20,-34.54288,179.31473,268.4016,5.16
1995-03-11,00:09:54.33,-45.24256,167.25581,93.7856,5.222
1995-03-21,04:10:34.63,-39.02956,174.91728,210.421,4.856
1995-03-22,19:43:31.05,-41.04924,174.18286,87.0843,5.8
1995-03-24,01:37:42.31,-35.44355,179.16632,191.5639,4.915
1995-03-24,22:46:13.42,-34.20546,177.24286,33.0,5.166
1995-04-03,16:59:30.42,-38.35735,179.12015,12.0,4.964
1995-04-10,21:26:20.89,-40.18204,174.95731,18.2009,4.913
1995-04-11,08:20:06.02,-37.17666,178.90039,33.0,4.98
1995-04-14,23:08:02.10,-37.02655,178.43828,62.1049,5.1
1995-04-20,22:21:03.88,-37.78647,179.2507,12.0,5.138
1995-04-26,02:27:57.92,-36.92282,179.88826,33.0,4.931
1995-05-02,13:16:53.27,-39.0414,175.38017,155.6444,5.456
1995-05-20,20:20:18.73,-38.87079,174.99651,226.0706,4.862
1995-05-27,20:08:52.26,-38.97535,175.02557,229.4835,5.342
1995-05-29,10:06:42.27,-42.94038,171.60197,4.0585,5.5
1995-06-03,20:58:59.18,-33.21012,-179.37004,432.4891,6.851
1995-06-25,05:18:31.46,-38.6317,178.72801,33.0,4.879
1995-07-03,02:03:00.87,-37.02573,177.56609,12.0,5.078
1995-07-09,08:38:27.18,-39.61595,174.42805,215.6502,4.881
1995-07-31,23:03:38.64,-37.0112,177.60497,155.1424,5.1
1995-08-01,22:31:22.59,-38.5815,175.77097,146.8602,5.125
1995-08-09,07:17:46.97,-35.76362,178.45856,217.1245,5.069
1995-08-22,00:21:27.70,-41.36446,173.97148,75.5674,5.484
1995-08-26,11:45:47.19,-35.21351,178.78757,288.602,5.382
1995-09-03,17:51:39.23,-37.87455,176.66643,160.162,5.226
1995-09-19,22:52:24.73,-39.61305,174.265,205.8918,5.8
1995-09-26,16:53:35.31,-44.2324,168.31645,5.0,5.3
1995-09-30,13:17:14.76,-37.63082,179.43369,12.0,4.911
