event,date,Time,latitude,longitude,depth,magnitude,DateTime,time,Year,Month,Day,Hour,Minute,Second,i+,N+,T+,R+,dm+,n_child,n_parent,eventdateTime,x_km,y_km,time_days,cluster_id,cluster_probability
117865,1999-04-25,20:18:25.66,-45.13572,167.54306,114.9695,5.255,1999-04-25 20:18:25.660,7054.551621064814,1999,4,25,20,18,25.66,116284,5.197130551484318e-06,0.6505935665408022,7.988290722143774e-06,-1.2249999999999996,4.396757063064778,0.2903518815231458,1999-04-25 20:18:25.660,996.5885032356283,-668.9708130717366,7054.452328009259,99,1.0
98357,1997-01-20,16:46:14.44,-39.81976,176.76074,57.8461,4.468,1997-01-20 16:46:14.440,6229.404268981481,1997,1,20,16,46,14.44,98322,5.399293806087871e-06,0.0198662049164506,0.0002717828507656,-0.7080000000000002,0.829576804351845,0.0829576804351845,1997-01-20 16:46:14.440,1857.5009963370348,-235.02969318726855,6229.304975925926,194,0.9394086998036432
98329,1997-01-19,14:56:11.45,-37.79556,179.19794,21.9543,5.382,1997-01-19 14:56:11.450,6228.327845486111,1997,1,19,14,56,11.45,78342,5.111464458596997e-06,0.1483363505286787,3.44586100465561e-05,1.768000000000001,1.65915360870369,116.26518912991108,1997-01-19 14:56:11.450,2119.697996331415,-68.72152338603627,6228.228552430555,200,1.0
99565,1997-03-03,14:13:22.05,-35.86169,178.42953,12.0,5.408,1997-03-03 14:13:22.050,6271.298107060185,1997,3,3,14,13,22.05,99563,2.76302753871184e-07,8.815172687814648e-05,0.0031343997860997,-0.9960000000000004,0.4562672423935147,0.0414788402175922,1997-03-03 14:13:22.050,2108.92939371202,160.50106994433474,6271.19881400463,201,0.09958668881997207
104679,1997-11-07,22:30:01.64,-40.42646,176.84457,16.2607,5.392,1997-11-07 22:30:01.640,6520.643009722222,1997,11,7,22,30,1.64,104666,2.645091085964233e-06,0.0118256896405264,0.0002236733050138,-2.0460000000000003,3.981968660888856,0.165915360870369,1997-11-07 22:30:01.640,1847.7589553706753,-303.0634348101729,6520.543716666667,195,1.0
104330,1997-10-22,13:56:46.36,-37.19293,178.98871,12.0,4.234,1997-10-22 13:56:46.360,6504.286582870371,1997,10,22,13,56,46.36,78342,2.290736277020672e-05,0.2056943702847535,0.0001113660171568,2.9160000000000004,0.0414788402175922,116.26518912991108,1997-10-22 13:56:46.360,2119.4994461028796,1.969952132602337,6504.187289814815,142,0.9583881869444023
104972,1997-11-24,02:23:56.70,-40.48918,174.6516,70.219,5.184,1997-11-24 02:23:56.700,6536.805452546297,1997,11,24,2,23,56.7,104951,4.227587605149578e-05,0.0362540921293153,0.0011660994268095,-2.5530000000000004,4.60415126415274,0.0829576804351845,1997-11-24 02:23:56.700,1665.3202840260674,-266.1343502667082,6536.70615949074,179,1.0
106483,1998-01-26,23:05:57.50,-47.63322,165.27844,12.0,5.9,1998-01-26 23:05:57.500,6600.667961805555,1998,1,26,23,5,57.5,106028,2.449666564497792e-07,0.1389406682401224,1.7631026218070195e-06,-1.6870000000000005,5.972952991333284,0.0414788402175922,1998-01-26 23:05:57.500,784.5157383476827,-921.3303676221127,6600.56866875,31,1.0
115323,1998-12-29,01:43:44.11,-40.42963,173.72427,122.3137,4.474,1998-12-29 01:43:44.110,6936.777529050926,1998,12,29,1,43,44.11,115291,2.6889786825661127e-05,0.0144193628739412,0.0018648387630396,-0.8150000000000004,0.4147884021759225,0.1244365206527767,1998-12-29 01:43:44.110,1589.9954732643419,-242.4805748187352,6936.67823599537,182,0.9841732284588111
108968,1998-04-02,06:59:03.00,-38.1257,176.48737,5.0,4.751,1998-04-02 06:59:03.000,6665.996497685185,1998,4,2,6,59,3.0,108939,3.44725837406207e-10,8.001545873597398e-05,4.3082404681787125e-06,-0.2460000000000004,3.7330956195833034,1.7421112891388746,1998-04-02 06:59:03.000,1879.9474835265462,-44.038906631532036,6665.897204629629,218,0.23499695013817387
110329,1998-05-18,23:20:44.56,-37.52084,176.99403,5.0,4.362,1998-05-18 23:20:44.560,6712.678228703704,1998,5,18,23,20,44.56,110320,6.393019986355377e-07,0.0065053409355729,9.827340411010084e-05,-1.166,0.829576804351845,0.0414788402175922,1998-05-18 23:20:44.560,1939.3118455458177,11.324567822064202,6712.578935648147,217,1.0
113746,1998-10-20,10:48:46.55,-40.36363,175.80565,46.1626,4.238,1998-10-20 10:48:46.550,6867.15602951389,1998,10,20,10,48,46.55,113744,1.2651916871913116e-05,0.0003608880215413,0.0350577356873133,-0.9380000000000006,0.2903518815231458,0.0414788402175922,1998-10-20 10:48:46.550,1763.8596294358272,-274.86394568314,6867.056736458333,167,0.9106088995060018
115876,1999-01-22,02:05:12.18,-41.70119,174.42805,5.0,4.507,1999-01-22 02:05:12.180,6960.792437268519,1999,1,22,2,5,12.18,115873,2.000870298645045e-09,0.0001564371134834,1.2790253246755327e-05,-0.5109999999999997,1.4102805673981365,0.165915360870369,1999-01-22 02:05:12.180,1616.771205689489,-394.71109685474215,6960.693144212963,181,1.0
118186,1999-05-14,00:48:00.14,-37.51161,177.27728,80.6803,4.338,1999-05-14 00:48:00.140,7072.738825694444,1999,5,14,0,48,0.14,118180,1.2481829472489172e-05,0.0023724177253022,0.0052612275398923,-0.4530000000000003,0.2488730413055535,0.0829576804351845,1999-05-14 00:48:00.140,1963.8544521620238,6.164869896910963,7072.639532638889,153,1.0
118415,1999-05-24,15:46:28.55,-47.29759,165.23715,12.0,5.165,1999-05-24 15:46:28.550,7083.362765625001,1999,5,24,15,46,28.55,118375,1.5071650293854607e-08,0.0032702330455945,4.608738913625181e-06,-0.391,0.6221826032638837,0.165915360870369,1999-05-24 15:46:28.550,786.2256187005179,-883.8198225724219,7083.263472569444,38,1.0
121356,1999-10-24,10:39:18.90,-39.73972,177.05533,47.3617,4.931,1999-10-24 10:39:18.900,7236.14945949074,1999,10,24,10,39,18.9,121351,3.866607221792399e-06,0.0023070230487027,0.0016760158612054,-1.89,1.5761959282685056,0.0414788402175922,1999-10-24 10:39:18.900,1884.1579955225384,-232.5314419218589,7236.050166435185,165,1.0
120959,1999-10-05,22:54:07.99,-37.43692,177.06158,5.0,4.452,1999-10-05 22:54:07.990,7217.659749884259,1999,10,5,22,54,7.99,120953,7.906231357245018e-09,0.0003106121166566,2.5453711987621585e-05,-0.1059999999999998,0.3733095619583302,0.2488730413055535,1999-10-05 22:54:07.990,1947.3559024196334,19.040445127534692,7217.560456828704,148,0.903489075216999
121391,1999-10-25,20:31:42.50,-38.57127,175.91405,160.811,6.0,1999-10-25 20:31:42.500,7237.56084375,1999,10,25,20,31,42.5,120471,1.984048076617198e-06,0.4870467579931642,4.073629572635497e-06,-2.238,14.476115235939696,0.165915360870369,1999-10-25 20:31:42.500,1819.6169202384642,-80.91957285427137,7237.461550694445,221,1.0
124467,2000-03-31,17:56:06.09,-41.26632,174.27835,47.0461,5.418,2000-03-31 17:56:06.090,7395.452783449075,2000,3,31,17,56,6.09,124371,1.2197273284563131e-05,0.0044968608782272,0.0027123972955488,-0.2179999999999999,7.217318197861052,7.258797038078644,2000-03-31 17:56:06.090,1615.381412889631,-344.30938277038024,7395.353490393519,173,1.0
126039,2000-06-05,19:52:47.21,-45.0966,167.49689,92.6401,4.779,2000-06-05 19:52:47.210,7461.533814930555,2000,6,5,19,52,47.21,126016,3.4730369557745468e-06,0.0120853909494549,0.0002873748123085,-1.346,2.156899691314797,0.0829576804351845,2000-06-05 19:52:47.210,993.6528809157888,-664.1180394812662,7461.434521875,102,1.0
125260,2000-04-30,16:15:18.32,-38.54638,175.81673,151.1433,4.643,2000-04-30 16:15:18.320,7425.382786111111,2000,4,30,16,15,18.32,124838,8.236036954950242e-07,0.0763344724991979,1.0789407046779264e-05,-0.0119999999999995,0.5807037630462916,0.6221826032638837,2000-04-30 16:15:18.320,1812.0055159782971,-76.21129843324121,7425.283493055555,223,1.0
129098,2000-11-01,10:35:55.77,-45.1172,166.9462,9.0,6.1,2000-11-01 10:35:55.770,7610.147108449073,2000,11,1,10,35,55.77,128941,1.3999212200829068e-05,0.2124857692226878,6.588305773154019e-05,-3.215,20.366110546837795,0.0414788402175922,2000-11-01 10:35:55.770,950.3754156027109,-660.1659001636324,7610.047815393518,103,0.5572301112560673
128983,2000-10-27,16:34:18.75,-38.32634,175.98453,170.131,5.304,2000-10-27 16:34:18.750,7605.395985532407,2000,10,27,16,34,18.75,120529,8.901078154851872e-07,1.0115683781923288,8.79928470160177e-07,-0.2480000000000002,2.488730413055535,1.2443652065277675,2000-10-27 16:34:18.750,1831.9187052734844,-55.546688294745785,7605.2966924768525,224,0.8603738411760021
129931,2000-11-22,01:42:16.84,-37.25773,177.16631,5.0,4.183,2000-11-22 01:42:16.840,7630.776518981482,2000,11,22,1,42,16.84,129920,1.3273593551656278e-06,0.009355215350858,0.0001418844254658,-0.7249999999999996,0.165915360870369,0.1244365206527767,2000-11-22 01:42:16.840,1961.1651642515444,36.36076929248387,7630.677225925927,196,1.0
130953,2000-12-31,21:56:50.82,-38.06736,178.79715,30.3858,5.3,2000-12-31 21:56:50.820,7670.619967824075,2000,12,31,21,56,50.82,130949,4.693149139860089e-07,0.0005712133131925,0.0008216106017609,-1.448,2.903518815231457,0.0414788402175922,2000-12-31 21:56:50.820,2077.739302196262,-88.92051450295908,7670.520674768518,202,0.9842878139261918
133897,2001-04-04,21:25:29.79,-41.70879,174.22595,29.8585,4.894,2001-04-04 21:25:29.790,7764.598196643519,2001,4,4,21,25,29.79,133894,8.97965731740438e-10,3.5012625776747894e-05,2.5646911987297528e-05,-0.7490000000000006,3.525701418495341,0.2073942010879612,2001-04-04 21:25:29.790,1600.177318380818,-391.8234201043483,7764.498903587963,178,1.0
144066,2002-04-01,20:14:36.24,-45.07451,167.58595,128.9679,5.627,2002-04-01 20:14:36.240,8126.548965740741,2002,4,1,20,14,36.24,127749,1.3398057537449994e-06,1.0954417959297285,1.2230734291162164e-06,-0.3369999999999997,10.245273533745284,3.484222578277749,2002-04-01 20:14:36.240,1000.969649361508,-662.7130424945207,8126.449672685186,96,0.9756083180529543
137880,2001-08-31,04:28:16.74,-40.37725,174.65182,93.71,4.68,2001-08-31 04:28:16.740,7912.891795601851,2001,8,31,4,28,16.74,137878,4.051513481165103e-05,0.0002388062509493,0.1696569275326055,-1.15,1.0369710054398062,0.0829576804351845,2001-08-31 04:28:16.740,1668.1219673677342,-253.87586213250344,7912.792502546296,183,1.0
137735,2001-08-27,12:50:35.75,-36.54986,-179.40862,33.0,5.399,2001-08-27 12:50:35.750,7909.240626736111,2001,8,27,12,50,35.75,137313,2.684098578682548e-07,0.0013668130104979,0.0001963764288214,1.7080000000000002,0.331830721740738,14.683509437027658,2001-08-27 12:50:35.750,2276.32932589619,32.787862468344805,7909.141333680555,170,0.47225246665187337
139726,2001-10-23,19:38:38.27,-38.54957,175.84917,165.3446,5.421,2001-10-23 19:38:38.270,7966.5239892361105,2001,10,23,19,38,38.27,14679,8.177124796741365e-07,4.13195694556639,1.9789956440653285e-07,0.5569999999999995,2.5302092532731275,9.996400492439731,2001-10-23 19:38:38.270,1814.674858713385,-77.22063844739169,7966.424696180556,222,1.0
139302,2001-10-15,03:49:38.47,-39.6938,176.72606,40.5315,5.5,2001-10-15 03:49:38.470,7957.864963773148,2001,10,15,3,49,38.47,139300,3.268678403985429e-06,5.87604027816858e-05,0.0556272293797856,-2.056,5.682601109810139,0.0414788402175922,2001-10-15 03:49:38.470,1858.053208457948,-220.53655208720494,7957.765670717593,150,0.8736896402762188
140091,2001-11-02,05:06:33.23,-41.18869,174.56706,34.3689,4.934,2001-11-02 05:06:33.230,7975.9183753472225,2001,11,2,5,6,33.23,140088,2.270321255068322e-06,4.4498400357475226e-05,0.0510202891975853,-0.5,3.981968660888856,0.165915360870369,2001-11-02 05:06:33.230,1640.9156887400654,-341.16791107876867,7975.819082291667,184,1.0
139465,2001-10-21,00:29:20.42,-36.88983,179.86261,12.0,6.6,2001-10-21 00:29:20.420,7963.725865972223,2001,10,21,0,29,20.42,139463,2.5996484018987383e-10,1.2572354962563574e-07,0.0020677497649721,-2.0409999999999995,14.01984799354618,0.0829576804351845,2001-10-21 00:29:20.420,2203.388969231162,13.944723903062169,7963.626572916666,169,0.3132479489550841
141060,2001-12-07,19:27:35.03,-44.11338,168.60509,5.0,5.8,2001-12-07 19:27:35.030,8011.516312847221,2001,12,7,19,27,35.03,141055,2.804489201186417e-05,0.0002279579079555,0.1230266247983693,-0.8689999999999998,23.850333125115544,1.0369710054398062,2001-12-07 19:27:35.030,1097.8819602974804,-569.08422615643,8011.4170197916665,90,0.6815589119605687
143689,2002-03-17,21:43:28.66,-36.74713,-179.41692,33.0,5.648,2002-03-17 21:43:28.660,8111.610683564814,2002,3,17,21,43,28.66,137313,9.60949594115927e-06,0.0456298545942923,0.0002105966811991,1.4590000000000003,0.9540133250046218,14.683509437027658,2002-03-17 21:43:28.660,2269.550788466808,11.514015604877445,8111.511390509259,168,0.8247645699778288
147082,2002-09-08,14:57:46.27,-37.81223,176.84242,5.0,4.85,2002-09-08 14:57:46.270,8286.328942939814,2002,9,8,14,57,46.27,147080,2.781877722420018e-10,1.0127943234014277e-06,0.0002746735105186,-2.023,2.156899691314797,0.0414788402175922,2002-09-08 14:57:46.270,1918.549710397542,-17.286099013379996,8286.229649884259,185,1.0
148677,2002-12-02,09:23:11.41,-38.41995,178.85297,25.4205,4.391,2002-12-02 09:23:11.410,8371.096595023148,2002,12,2,9,23,11.41,148670,3.371283830388583e-07,0.0014523356454995,0.0002321284229878,-0.1879999999999997,0.2903518815231458,0.4562672423935147,2002-12-02 09:23:11.410,2072.135578324168,-128.67093362600568,8370.997301967593,206,1.0
149747,2003-01-20,18:27:28.68,-45.43217,166.40402,12.0,4.591,2003-01-20 18:27:28.680,8420.474572685185,2003,1,20,18,27,28.68,149147,1.4983997158374078e-05,0.1271636377664201,0.0001178324041491,-0.0010000000000003,0.2903518815231458,0.2903518815231458,2003-01-20 18:27:28.680,903.2008425495566,-689.1139198058502,8420.375279629628,91,0.9655628566747357
149845,2003-01-25,21:30:31.61,-40.4094,176.16472,35.3016,5.2,2003-01-25 21:30:31.610,8425.601689930556,2003,1,25,21,30,31.61,84176,2.830463617071859e-05,157.31717789413986,1.799208233303361e-07,-2.7630000000000003,5.184855027199031,0.0829576804351845,2003-01-25 21:30:31.610,1792.2606595884722,-287.12474712827367,8425.502396875001,162,1.0
153328,2003-08-03,11:46:14.64,-40.49393,175.97893,52.2434,5.1,2003-08-03 11:46:14.640,8615.195937962962,2003,8,3,11,46,14.64,153100,1.20304452180743e-05,0.0586027325697754,0.0002052881272003,-0.5299999999999994,4.064926341324041,1.0784498456573983,2003-08-03 11:46:14.640,1774.701561531017,-292.5984296555371,8615.096644907408,141,1.0
159080,2003-09-27,10:04:36.01,-38.20626,176.29666,162.9056,5.244,2003-09-27 10:04:36.010,8670.125351967592,2003,9,27,10,4,36.01,153039,3.654285276368868e-06,0.8472183089987555,4.313274674962479e-06,-1.5059999999999998,2.0324631706620204,0.1244365206527767,2003-09-27 10:04:36.010,1861.5946370684908,-48.85961929520422,8670.026058912037,225,1.0
153666,2003-08-21,12:12:49.86,-45.19286,166.83005,24.3452,7.1,2003-08-21 12:12:49.860,8633.214401157407,2003,8,21,12,12,49.86,153639,6.590093183843658e-06,0.0053733230251416,0.0012264464937262,-2.414,278.2815390198264,0.2903518815231458,2003-08-21 12:12:49.860,940.1047934327075,-667.2457147938221,8633.115108101852,117,0.007017220781255342
156874,2003-08-27,13:01:20.47,-45.42919,166.73936,26.1869,4.567,2003-08-27 13:01:20.470,8639.248088773149,2003,8,27,13,1,20.47,156757,2.955097156742398e-09,0.0038696842851208,7.636532954651956e-07,-0.6420000000000003,0.9540133250046218,0.0414788402175922,2003-08-27 13:01:20.470,929.2778279419366,-692.3650079514199,8639.148795717592,113,0.6980655070559888
157828,2003-09-04,08:40:44.07,-45.1936,166.92503,23.1262,5.5,2003-09-04 08:40:44.070,8647.067111921297,2003,9,4,8,40,44.07,153665,1.558717172594443e-08,0.0030551656781579,5.101907185387849e-06,1.5999999999999996,4.728587784805517,278.2815390198264,2003-09-04 08:40:44.070,947.4919419697014,-668.3705867183078,8646.96781886574,116,1.0
159238,2003-09-30,19:37:49.66,-45.63585,166.92747,10.1495,5.5,2003-09-30 19:37:49.660,8673.52342662037,2003,9,30,19,37,49.66,153665,5.534032999141636e-07,0.0088900110031505,6.225001293227203e-05,1.5999999999999996,5.765558790245323,278.2815390198264,2003-09-30 19:37:49.660,940.5229347327557,-717.2433737130164,8673.424133564815,111,0.788253854566557
255043,2011-01-27,15:02:46.96,-38.41254,176.00592,151.023,5.6,2011-01-27 15:02:46.960,11349.332423148147,2011,1,27,15,2,46.96,254662,1.2030581453570423e-05,0.0246431178326928,0.0004881923438117,-0.5999999999999996,10.328231214180471,2.7376034543610888,2011-01-27 15:02:46.960,1831.510937032402,-65.42328569647984,11349.233130092593,226,1.0
166168,2004-05-12,09:52:57.79,-40.65113,175.76532,27.4146,4.5,2004-05-12 09:52:57.790,8898.117270717594,2004,5,12,9,52,57.79,166160,1.0359994084057523e-07,0.0021040300575897,4.923881218657848e-05,-1.356,1.5347170880509131,0.1244365206527767,2004-05-12 09:52:57.790,1752.9682637615756,-305.50202301626257,8898.017977662037,143,0.983951184657053
166153,2004-05-11,23:22:03.42,-38.02504,178.17769,5.0,4.8,2004-05-11 23:22:03.420,8897.679141435186,2004,5,11,23,22,3.42,166063,1.1785272945505182e-05,0.0129282915766649,0.0009115878053661,-0.5,0.8710556445694373,0.9125344847870296,2004-05-11 23:22:03.420,2026.4385805150139,-70.03637556678497,8897.57984837963,191,1.0
174465,2005-01-20,18:56:31.42,-41.09117,175.05261,30.8473,5.3,2005-01-20 18:56:31.420,9151.494743287038,2005,1,20,18,56,31.42,164854,2.463478828578629e-06,1.6181190408381043,1.522433619780329e-06,-0.915,17.545549412041524,1.5761959282685056,2005-01-20 18:56:31.420,1683.0965720388851,-339.6955183677142,9151.395450231481,146,1.0
168203,2004-07-18,04:22:22.72,-38.00536,176.51411,5.0,5.4,2004-07-18 04:22:22.720,8964.887698148148,2004,7,18,4,22,22.72,168174,2.442381308768758e-10,5.050617185494288e-05,4.835807623241455e-06,-0.5,18.45808389682855,1.9080266500092435,2004-07-18 04:22:22.720,1885.3958335509199,-31.433729668108114,8964.788405092593,164,1.0
172642,2004-11-23,13:00:32.19,-38.33299,178.95413,12.0,4.229,2004-11-23 13:00:32.190,9093.247529976852,2004,11,23,13,0,32.19,172638,2.4028120799688683e-09,0.0003185750661304,7.542373322413738e-06,-0.1610000000000004,0.331830721740738,0.0829576804351845,2004-11-23 13:00:32.190,2083.2175223895188,-121.55615372106513,9093.148236921295,174,0.9858951634891435
172311,2004-11-12,08:19:29.79,-45.12283,166.9213,17.7726,4.1,2004-11-12 08:19:29.790,9082.052363310186,2004,11,12,8,19,29.79,153665,6.86052741999581e-07,0.0989896028579559,6.930553534839666e-06,3.0,0.2073942010879612,278.2815390198264,2004-11-12 08:19:29.790,948.3425940111398,-660.512783322401,9081.953070254629,107,1.0
176417,2005-03-14,08:04:35.93,-45.07933,166.80919,5.0,5.2,2005-03-14 08:04:35.930,9204.042017708334,2005,3,14,8,4,35.93,153665,8.774409590246346e-07,0.1258939836365621,6.969681423043061e-06,1.8999999999999997,1.5761959282685056,278.2815390198264,2005-03-14 08:04:35.930,940.292791003165,-654.4766463578475,9203.942724652778,97,1.0
178800,2005-05-13,17:07:58.50,-38.21132,179.47336,12.0,5.3,2005-05-13 17:07:58.500,9264.419362268518,2005,5,13,17,7,58.5,178586,2.2277950403134275e-07,0.0506748259678439,4.396255927404845e-06,-1.2999999999999998,2.115420851097205,0.0829576804351845,2005-05-13 17:07:58.500,2130.613966441855,-120.60655270221991,9264.320069212963,147,1.0
185304,2005-12-12,13:55:47.78,-40.51475,176.05434,26.0308,4.7,2005-12-12 13:55:47.780,9477.28590486111,2005,12,12,13,55,47.78,153327,8.165103696608291e-05,2.037288767610474,4.007828358168931e-05,0.3999999999999994,1.9080266500092435,4.064926341324041,2005-12-12 13:55:47.780,1780.3552699546258,-296.39944831824266,9477.186611805555,159,0.745326448284023
185819,2005-12-29,03:47:56.81,-38.23961,177.67821,62.5263,4.12,2005-12-29 03:47:56.810,9493.86378715278,2005,12,29,3,47,56.81,185817,3.392942788662388e-06,0.0001773116853137,0.0191354719947443,-1.037,0.331830721740738,0.0414788402175922,2005-12-29 03:47:56.810,1978.0417020189825,-82.24691421863179,9493.764494097222,171,1.0
187651,2006-03-04,07:26:55.80,-45.02589,167.42166,112.7966,4.636,2006-03-04 07:26:55.800,9559.015858796296,2006,3,4,7,26,55.8,187649,7.650538141327855e-07,9.046350035852304e-05,0.0084570441238813,-1.3610000000000002,1.5761959282685056,0.0414788402175922,2006-03-04 07:26:55.800,988.9746567583999,-655.4449176717527,9558.916565740741,93,0.9258534416944938
185632,2005-12-24,00:15:55.90,-40.38179,176.95311,12.0,4.2,2005-12-24 00:15:55.900,9488.716554398148,2005,12,24,0,15,55.9,185555,1.0212963446803196e-05,0.0511193336151842,0.0001997867093433,-0.7400000000000002,0.497746082611107,0.0829576804351845,2005-12-24 00:15:55.900,1857.9224194285102,-300.4743478897162,9488.617261342593,158,0.9987850069361408
197123,2007-01-20,02:30:37.89,-37.91088,178.69069,12.0,4.4,2007-01-20 02:30:37.890,9880.810095949071,2007,1,20,2,30,37.89,197121,2.949043992845107e-10,1.098407216679094e-05,2.6848366872180585e-05,-0.4060000000000001,0.497746082611107,0.0414788402175922,2007-01-20 02:30:37.890,2073.26037410807,-69.37169524907846,9880.710802893518,193,1.0
200462,2007-04-22,11:49:10.83,-37.90944,176.73756,5.0,4.0,2007-04-22 11:49:10.830,9973.197977199074,2007,4,22,11,49,10.83,199215,4.76963462381086e-08,0.3204062794845324,1.4886208321148444e-07,-0.0470000000000001,0.7051402836990682,0.7466191239166605,2007-04-22 11:49:10.830,1907.0045247097942,-25.678183897392188,9973.098684143517,204,0.8972298721898492
200116,2007-04-13,06:07:39.78,-45.09519,167.4357,122.9089,4.215,2007-04-13 06:07:39.780,9963.96081226852,2007,4,13,6,7,39.78,194049,7.849900066681561e-07,2.484506167324023,3.15954138891771e-07,-0.5659999999999998,0.7051402836990682,0.1244365206527767,2007-04-13 06:07:39.780,988.9068103802261,-663.2567238268994,9963.861519212964,104,0.9358732285989335
203810,2007-08-04,06:42:06.64,-40.0288,176.71405,45.7735,4.046,2007-08-04 06:42:06.640,10076.984734259258,2007,8,4,6,42,6.64,203778,1.0386722350511534e-05,0.012173878340207,0.0008531974823673,-0.6460000000000004,0.663661443481476,0.0414788402175922,2007-08-04 06:42:06.640,1847.92100019969,-256.8876180443913,10076.885441203704,145,1.0
205620,2007-10-03,19:15:11.54,-42.0901,172.86786,56.7151,5.5,2007-10-03 19:15:11.540,10137.50770763889,2007,10,3,19,15,11.54,205617,7.53846467646771e-06,9.337602383734008e-05,0.0807323375602245,-0.2000000000000001,8.83499296634715,0.1244365206527767,2007-10-03 19:15:11.540,1480.9259261935483,-409.68056879031195,10137.408414583333,144,1.0
205997,2007-10-15,12:29:33.72,-44.73866,167.43544,5.0,6.7,2007-10-15 12:29:33.720,10149.226019907408,2007,10,15,12,29,33.72,205531,3.696363937235739e-05,0.0060301795521735,0.006129774255069,-0.1000000000000005,88.68176038521223,2.4057727326203504,2007-10-15 12:29:33.720,994.8619099720271,-623.8945296765235,10149.126726851853,106,0.6675513052156427
207904,2007-11-21,11:17:38.02,-37.47201,177.15837,5.0,4.2,2007-11-21 11:17:38.020,10186.176069675925,2007,11,21,11,17,38.02,207895,2.3780103580723876e-09,0.0002517882169244,9.444486271516514e-06,-0.5030000000000001,0.6221826032638837,0.0829576804351845,2007-11-21 11:17:38.020,1954.7233558654896,13.09565293243237,10186.07677662037,207,0.9928949882013709
208925,2007-12-20,07:55:16.82,-38.89009,178.537,33.0,6.7,2007-12-20 07:55:16.820,10215.03554652778,2007,12,20,7,55,16.82,208921,3.753775492646408e-05,0.0006115236315178,0.0613839809154904,-3.011,102.743087218976,0.0829576804351845,2007-12-20 07:55:16.820,2031.842215502615,-172.62114072661367,10214.936253472222,203,0.8355057464833923
214575,2008-06-12,21:06:24.23,-37.58283,177.09467,5.0,5.2,2008-06-12 21:06:24.230,10390.584937847225,2008,6,12,21,6,24.23,214564,2.012948517590428e-06,0.0162450012614584,0.0001239118720394,-2.516,8.171331522865673,0.0829576804351845,2008-06-12 21:06:24.230,1946.2799322615185,2.3614071453317527,10390.485644791666,205,1.0
217144,2008-08-25,11:25:19.31,-39.71539,176.85085,31.8389,5.5,2008-08-25 11:25:19.310,10464.181408680555,2008,8,25,11,25,19.31,217142,3.220268351163778e-06,1.2365426247491516e-05,0.2604251795862718,-3.133,22.730404439240555,0.0414788402175922,2008-08-25 11:25:19.310,1867.8396876072843,-225.5281532368662,10464.082115625,156,1.0
222621,2009-01-24,20:19:30.36,-45.08071,167.42867,90.6921,4.201,2009-01-24 20:19:30.360,10616.552369907407,2009,1,24,20,19,30.36,220154,1.9522850142681634e-06,0.8509324921231763,2.294288950463019e-06,-0.4639999999999995,0.7466191239166605,0.2903518815231458,2009-01-24 20:19:30.360,988.6018701460473,-661.5773674464017,10616.453076851853,105,1.0
219533,2008-10-27,09:33:25.35,-37.49738,177.14227,5.0,4.3,2008-10-27 09:33:25.350,10527.103700810185,2008,10,27,9,33,25.35,219528,3.845523273469528e-10,0.0001262521569211,3.0459069906186115e-06,-0.5,0.7051402836990682,0.0414788402175922,2008-10-27 09:33:25.350,1952.6592237025945,10.67178051025192,10527.00440775463,187,1.0
222835,2009-01-31,16:53:44.19,-36.99612,177.18283,5.0,4.2,2009-01-31 16:53:44.190,10623.409474421296,2009,1,31,16,53,44.19,222788,2.127396831780664e-07,0.0269579338438271,7.891542594121303e-06,-0.798,0.497746082611107,0.2073942010879612,2009-01-31 16:53:44.190,1969.6014432483894,64.61917305578896,10623.31018136574,190,1.0
225209,2009-04-08,11:12:58.85,-38.6894,178.54152,26.2934,5.1,2009-04-08 11:12:58.850,10690.172838541666,2009,4,8,11,12,58.85,225156,7.471602988482642e-07,0.02623765239268,2.84766444675024e-05,-1.828,6.2218260326388375,0.0829576804351845,2009-04-08 11:12:58.850,2038.0671717317268,-150.84085082996208,10690.073545486111,160,1.0
228367,2009-07-02,23:36:13.85,-36.73466,177.43604,5.0,4.392,2009-07-02 23:36:13.850,10775.688984375,2009,7,2,23,36,13.85,228358,4.427105759322523e-06,0.0009563323160991,0.0046292545852477,0.1549999999999993,0.2073942010879612,0.6221826032638837,2009-07-02 23:36:13.850,1998.5329561175085,87.6399502101725,10775.589691319445,166,0.17965011802824019
228780,2009-07-15,09:22:29.32,-45.77025,166.58707,12.0,7.8,2009-07-15 09:22:29.320,10788.096107870371,2009,7,15,9,22,29.32,153665,4.9593299846062257e-05,0.4752514322324242,0.0001043517104474,-0.7000000000000002,358.8334467223906,278.2815390198264,2009-07-15 09:22:29.320,912.079820848146,-728.4085302565719,10787.996814814815,114,0.5112947256509539
229337,2009-07-16,22:18:23.07,-46.18637,166.12094,33.0,5.7,2009-07-16 22:18:23.070,10789.634924421296,2009,7,16,22,18,23.07,228779,6.705390747566737e-09,0.0001479744889549,4.53145051888574e-05,2.1,1.65915360870369,358.8334467223906,2009-07-16 22:18:23.070,869.7647723498457,-769.5373900390925,10789.53563136574,115,0.8624177171260212
